receipt_id,visit_id,paid_at,payment_method,customer_id,subtotal_yen,discount_total_yen,tax_rate_applied,tax_rate_hist_id,tax_yen,total_yen,applied_discount_ids,points_earned,points_used
R00005803,V00005803,2025-06-07T12:59:01+09:00,cash,,8660,533,0.08,TH00000003,650,8777,D001|D002,0,0
R00005804,V00005804,2025-06-07T11:03:20+09:00,card,,4710,336,0.08,TH00000003,350,4724,D001|D002,0,0
R00005805,V00005805,2025-06-07T22:03:57+09:00,cash,,14280,814,0.08,TH00000003,1077,14543,D001|D002,0,0
R00005806,V00005806,2025-06-07T11:49:51+09:00,cash,C00001725,7280,464,0.08,TH00000003,545,7361,D001|D002,0,0
R00005807,V00005807,2025-06-07T15:23:32+09:00,cash,,5990,400,0.08,TH00000003,447,6037,D001|D002,0,0
R00005808,V00005808,2025-06-07T08:25:22+09:00,cash,,3190,260,0.08,TH00000003,234,3164,D001|D002,0,0
R00005809,V00005809,2025-06-07T10:38:24+09:00,qr,,4440,322,0.08,TH00000003,329,4447,D001|D002,0,0
R00005810,V00005810,2025-06-07T16:04:23+09:00,qr,,14560,828,0.08,TH00000003,1099,14831,D001|D002,0,0
R00005811,V00005811,2025-06-07T15:43:58+09:00,cash,,4170,309,0.08,TH00000003,309,4170,D001|D002,0,0
R00005812,V00005812,2025-06-07T13:35:11+09:00,card,,9020,551,0.08,TH00000003,678,9147,D001|D002,0,0
R00005813,V00005813,2025-06-08T18:47:41+09:00,card,C00001726,9330,567,0.08,TH00000003,701,9464,D001|D002,0,0
R00005814,V00005814,2025-06-08T15:48:11+09:00,card,,12050,703,0.08,TH00000003,908,12255,D001|D002,0,0
R00005815,V00005815,2025-06-08T08:24:13+09:00,cash,C00001727,4880,344,0.08,TH00000003,363,4899,D001|D002,0,0
R00005816,V00005816,2025-06-08T08:26:03+09:00,cash,C00001728,7190,460,0.08,TH00000003,538,7268,D001|D002,0,0
R00005817,V00005817,2025-06-08T21:54:35+09:00,qr,,720,136,0.08,TH00000003,47,631,D001|D002,0,0
R00005818,V00005818,2025-06-08T15:55:08+09:00,card,C00001729,12510,726,0.08,TH00000003,943,12727,D001|D002,0,0
R00005819,V00005819,2025-06-08T22:27:52+09:00,card,,4210,311,0.08,TH00000003,312,4211,D001|D002,0,0
R00005820,V00005820,2025-06-08T15:58:53+09:00,card,,8360,518,0.08,TH00000003,627,8469,D001|D002,0,0
R00005821,V00005821,2025-06-08T08:29:52+09:00,cash,C00001730,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00005822,V00005822,2025-06-08T14:35:58+09:00,card,C00001731,2820,241,0.08,TH00000003,206,2785,D001|D002,0,0
R00005823,V00005823,2025-06-08T12:01:10+09:00,qr,,3120,256,0.08,TH00000003,229,3093,D001|D002,0,0
R00005824,V00005824,2025-06-08T14:49:45+09:00,card,,8990,550,0.08,TH00000003,675,9115,D001|D002,0,0
R00005825,V00005825,2025-06-08T14:26:41+09:00,cash,,5220,361,0.08,TH00000003,389,5248,D001|D002,0,0
R00005826,V00005826,2025-06-08T19:52:17+09:00,card,C00001732,12440,722,0.08,TH00000003,937,12655,D001|D002,0,0
R00005827,V00005827,2025-06-08T14:56:21+09:00,card,,17280,964,0.08,TH00000003,1305,17621,D001|D002,0,0
R00005828,V00005828,2025-06-08T15:33:20+09:00,card,,8950,548,0.08,TH00000003,672,9074,D001|D002,0,0
R00005829,V00005829,2025-06-08T16:16:29+09:00,cash,C00001733,7570,479,0.08,TH00000003,567,7658,D001|D002,0,0
R00005830,V00005830,2025-06-08T14:45:05+09:00,card,,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00005831,V00005831,2025-06-08T22:24:23+09:00,cash,,5710,386,0.08,TH00000003,426,5750,D001|D002,0,0
R00005832,V00005832,2025-06-08T19:36:21+09:00,card,C00001734,3510,276,0.08,TH00000003,259,3493,D001|D002,0,0
R00005833,V00005833,2025-06-08T22:57:11+09:00,card,,9220,561,0.08,TH00000003,693,9352,D001|D002,0,0
R00005834,V00005834,2025-06-08T19:27:41+09:00,card,,6320,416,0.08,TH00000003,472,6376,D001|D002,0,0
R00005835,V00005835,2025-06-08T22:32:07+09:00,qr,,7150,458,0.08,TH00000003,535,7227,D001|D002,0,0
R00005836,V00005836,2025-06-08T14:28:43+09:00,card,,3510,276,0.08,TH00000003,259,3493,D001|D002,0,0
R00005837,V00005837,2025-06-08T20:58:32+09:00,qr,,1820,191,0.08,TH00000003,130,1759,D001|D002,0,0
R00005838,V00005838,2025-06-08T21:30:39+09:00,qr,,3900,295,0.08,TH00000003,288,3893,D001|D002,0,0
R00005839,V00005839,2025-06-08T14:57:19+09:00,cash,,4000,300,0.08,TH00000003,296,3996,D001|D002,0,0
R00005840,V00005840,2025-06-08T10:21:33+09:00,qr,,1200,160,0.08,TH00000003,83,1123,D001|D002,0,0
R00005841,V00005841,2025-06-08T14:47:53+09:00,cash,,10270,614,0.08,TH00000003,772,10428,D001|D002,0,0
R00005842,V00005842,2025-06-08T17:02:55+09:00,card,C00001735,9460,573,0.08,TH00000003,711,9598,D001|D002,0,0
R00005843,V00005843,2025-06-08T21:28:33+09:00,card,,14830,842,0.08,TH00000003,1119,15107,D001|D002,0,0
R00005844,V00005844,2025-06-08T13:39:52+09:00,cash,C00001736,8010,501,0.08,TH00000003,601,8110,D001|D002,0,0
R00005845,V00005845,2025-06-08T13:25:43+09:00,qr,C00001737,3480,274,0.08,TH00000003,256,3462,D001|D002,0,0
R00005846,V00005846,2025-06-08T20:37:27+09:00,qr,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00005847,V00005847,2025-06-08T14:08:56+09:00,card,,9240,562,0.08,TH00000003,694,9372,D001|D002,0,0
R00005848,V00005848,2025-06-08T19:39:35+09:00,cash,,9110,556,0.08,TH00000003,684,9238,D001|D002,0,0
R00005849,V00005849,2025-06-08T14:55:08+09:00,qr,C00001738,8770,539,0.08,TH00000003,658,8889,D001|D002,0,0
R00005850,V00005850,2025-06-08T15:37:55+09:00,cash,,6820,441,0.08,TH00000003,510,6889,D001|D002,0,0
R00005851,V00005851,2025-06-08T15:01:08+09:00,card,,8480,524,0.08,TH00000003,636,8592,D001|D002,0,0
R00005852,V00005852,2025-06-09T13:52:55+09:00,cash,C00001739,5190,360,0.08,TH00000003,386,5216,D001|D002,0,0
R00005853,V00005853,2025-06-09T11:18:53+09:00,qr,,3800,290,0.08,TH00000003,281,3791,D001|D002,0,0
R00005854,V00005854,2025-06-09T17:22:20+09:00,card,,6990,450,0.08,TH00000003,523,7063,D001|D002,0,0
R00005855,V00005855,2025-06-09T19:28:31+09:00,card,,1560,178,0.08,TH00000003,111,1493,D001|D002,0,0
R00005856,V00005856,2025-06-09T11:48:45+09:00,card,C00001740,8230,512,0.08,TH00000003,617,8335,D001|D002,0,0
R00005857,V00005857,2025-06-09T20:30:17+09:00,cash,,6300,415,0.08,TH00000003,471,6356,D001|D002,0,0
R00005858,V00005858,2025-06-09T09:54:46+09:00,card,,6720,436,0.08,TH00000003,503,6787,D001|D002,0,0
R00005859,V00005859,2025-06-09T12:34:01+09:00,cash,,4280,314,0.08,TH00000003,317,4283,D001|D002,0,0
R00005860,V00005860,2025-06-09T12:48:42+09:00,card,,6540,427,0.08,TH00000003,489,6602,D001|D002,0,0
R00005861,V00005861,2025-06-09T12:24:42+09:00,qr,,5370,369,0.08,TH00000003,400,5401,D001|D002,0,0
R00005862,V00005862,2025-06-09T14:57:13+09:00,card,,8100,505,0.08,TH00000003,608,8203,D001|D002,0,0
R00005863,V00005863,2025-06-09T11:02:43+09:00,qr,,7630,482,0.08,TH00000003,572,7720,D001|D002,0,0
R00005864,V00005864,2025-06-09T09:32:59+09:00,cash,,11560,678,0.08,TH00000003,871,11753,D001|D002,0,0
R00005865,V00005865,2025-06-09T18:02:51+09:00,qr,C00001741,4610,331,0.08,TH00000003,342,4621,D001|D002,0,0
R00005866,V00005866,2025-06-09T20:47:52+09:00,cash,,8460,523,0.08,TH00000003,635,8572,D001|D002,0,0
R00005867,V00005867,2025-06-09T19:17:42+09:00,qr,,11350,668,0.08,TH00000003,855,11537,D001|D002,0,0
R00005868,V00005868,2025-06-09T17:52:22+09:00,card,C00001742,1440,172,0.08,TH00000003,101,1369,D001|D002,0,0
R00005869,V00005869,2025-06-09T14:23:31+09:00,card,,8340,517,0.08,TH00000003,626,8449,D001|D002,0,0
R00005870,V00005870,2025-06-09T14:49:04+09:00,qr,C00001743,1660,183,0.08,TH00000003,118,1595,D001|D002,0,0
R00005871,V00005871,2025-06-09T11:55:29+09:00,card,,9430,572,0.08,TH00000003,709,9567,D001|D002,0,0
R00005872,V00005872,2025-06-09T22:13:37+09:00,qr,,7230,462,0.08,TH00000003,541,7309,D001|D002,0,0
R00005873,V00005873,2025-06-09T11:32:14+09:00,cash,,10640,632,0.08,TH00000003,801,10809,D001|D002,0,0
R00005874,V00005874,2025-06-09T10:49:21+09:00,card,,10280,614,0.08,TH00000003,773,10439,D001|D002,0,0
R00005875,V00005875,2025-06-09T16:29:30+09:00,cash,,5790,390,0.08,TH00000003,432,5832,D001|D002,0,0
R00005876,V00005876,2025-06-09T22:22:03+09:00,cash,,11990,700,0.08,TH00000003,903,12193,D001|D002,0,0
R00005877,V00005877,2025-06-09T15:46:28+09:00,card,C00001744,5300,365,0.08,TH00000003,395,5330,D001|D002,0,0
R00005878,V00005878,2025-06-09T14:35:13+09:00,qr,,4830,342,0.08,TH00000003,359,4847,D001|D002,0,0
R00005879,V00005879,2025-06-09T09:36:53+09:00,cash,,5180,359,0.08,TH00000003,386,5207,D001|D002,0,0
R00005880,V00005880,2025-06-09T18:59:26+09:00,card,C00001745,5580,379,0.08,TH00000003,416,5617,D001|D002,0,0
R00005881,V00005881,2025-06-09T08:09:15+09:00,qr,,6960,448,0.08,TH00000003,521,7033,D001|D002,0,0
R00005882,V00005882,2025-06-09T10:35:10+09:00,qr,,4960,348,0.08,TH00000003,369,4981,D001|D002,0,0
R00005883,V00005883,2025-06-09T09:33:41+09:00,qr,C00001746,7310,466,0.08,TH00000003,548,7392,D001|D002,0,0
R00005884,V00005884,2025-06-09T11:36:36+09:00,qr,C00001747,12200,710,0.08,TH00000003,919,12409,D001|D002,0,0
R00005885,V00005885,2025-06-09T14:25:42+09:00,card,C00001748,10630,632,0.08,TH00000003,800,10798,D001|D002,0,0
R00005886,V00005886,2025-06-09T13:50:52+09:00,card,,8230,512,0.08,TH00000003,617,8335,D001|D002,0,0
R00005887,V00005887,2025-06-09T15:16:55+09:00,cash,,7820,491,0.08,TH00000003,586,7915,D001|D002,0,0
R00005888,V00005888,2025-06-09T10:58:49+09:00,cash,C00001749,9220,561,0.08,TH00000003,693,9352,D001|D002,0,0
R00005889,V00005889,2025-06-10T10:17:08+09:00,qr,,8910,546,0.08,TH00000003,669,9033,D001|D002,0,0
R00005890,V00005890,2025-06-10T15:36:11+09:00,card,C00001750,2040,202,0.08,TH00000003,147,1985,D001|D002,0,0
R00005891,V00005891,2025-06-10T12:30:40+09:00,qr,,9720,586,0.08,TH00000003,731,9865,D001|D002,0,0
R00005892,V00005892,2025-06-10T09:03:25+09:00,qr,C00001751,10470,624,0.08,TH00000003,788,10634,D001|D002,0,0
R00005893,V00005893,2025-06-10T10:53:55+09:00,qr,,3440,272,0.08,TH00000003,253,3421,D001|D002,0,0
R00005894,V00005894,2025-06-10T21:04:55+09:00,qr,,9180,559,0.08,TH00000003,690,9311,D001|D002,0,0
R00005895,V00005895,2025-06-10T17:40:38+09:00,card,,3250,263,0.08,TH00000003,239,3226,D001|D002,0,0
R00005896,V00005896,2025-06-10T19:21:22+09:00,qr,C00001752,4230,312,0.08,TH00000003,313,4231,D001|D002,0,0
R00005897,V00005897,2025-06-10T15:26:04+09:00,cash,,11220,661,0.08,TH00000003,845,11404,D001|D002,0,0
R00005898,V00005898,2025-06-10T19:45:06+09:00,card,,4960,348,0.08,TH00000003,369,4981,D001|D002,0,0
R00005899,V00005899,2025-06-10T21:23:38+09:00,cash,,3690,285,0.08,TH00000003,272,3677,D001|D002,0,0
R00005900,V00005900,2025-06-10T13:22:23+09:00,cash,,8020,501,0.08,TH00000003,602,8121,D001|D002,0,0
R00005901,V00005901,2025-06-10T14:24:15+09:00,card,,3390,270,0.08,TH00000003,250,3370,D001|D002,0,0
R00005902,V00005902,2025-06-10T20:04:50+09:00,card,,4940,347,0.08,TH00000003,367,4960,D001|D002,0,0
R00005903,V00005903,2025-06-10T18:54:35+09:00,card,,6260,413,0.08,TH00000003,468,6315,D001|D002,0,0
R00005904,V00005904,2025-06-10T15:05:29+09:00,cash,,7950,498,0.08,TH00000003,596,8048,D001|D002,0,0
R00005905,V00005905,2025-06-10T08:54:31+09:00,cash,,2730,237,0.08,TH00000003,199,2692,D001|D002,0,0
R00005906,V00005906,2025-06-10T13:08:47+09:00,card,,5160,358,0.08,TH00000003,384,5186,D001|D002,0,0
R00005907,V00005907,2025-06-10T19:43:41+09:00,card,,8530,527,0.08,TH00000003,640,8643,D001|D002,0,0
R00005908,V00005908,2025-06-10T20:37:25+09:00,cash,C00001753,6740,437,0.08,TH00000003,504,6807,D001|D002,0,0
R00005909,V00005909,2025-06-10T15:24:20+09:00,cash,,4620,331,0.08,TH00000003,343,4632,D001|D002,0,0
R00005910,V00005910,2025-06-10T18:39:46+09:00,qr,,780,139,0.08,TH00000003,51,692,D001|D002,0,0
R00005911,V00005911,2025-06-10T20:01:06+09:00,cash,,9910,596,0.08,TH00000003,745,10059,D001|D002,0,0
R00005912,V00005912,2025-06-10T20:54:12+09:00,cash,,10290,615,0.08,TH00000003,774,10449,D001|D002,0,0
R00005913,V00005913,2025-06-10T10:17:29+09:00,cash,C00001754,8730,537,0.08,TH00000003,655,8848,D001|D002,0,0
R00005914,V00005914,2025-06-10T21:09:36+09:00,qr,C00001755,13160,758,0.08,TH00000003,992,13394,D001|D002,0,0
R00005915,V00005915,2025-06-10T18:51:20+09:00,cash,C00001756,8590,530,0.08,TH00000003,645,8705,D001|D002,0,0
R00005916,V00005916,2025-06-10T22:01:31+09:00,qr,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00005917,V00005917,2025-06-10T22:56:52+09:00,qr,C00001757,7430,472,0.08,TH00000003,557,7515,D001|D002,0,0
R00005918,V00005918,2025-06-10T22:26:58+09:00,qr,,10040,602,0.08,TH00000003,755,10193,D001|D002,0,0
R00005919,V00005919,2025-06-10T20:12:40+09:00,cash,,7320,466,0.08,TH00000003,548,7402,D001|D002,0,0
R00005920,V00005920,2025-06-10T23:00:00+09:00,qr,C00001758,12530,727,0.08,TH00000003,944,12747,D001|D002,0,0
R00005921,V00005921,2025-06-10T08:49:56+09:00,qr,,3810,291,0.08,TH00000003,282,3801,D001|D002,0,0
R00005922,V00005922,2025-06-10T13:52:48+09:00,cash,,8660,533,0.08,TH00000003,650,8777,D001|D002,0,0
R00005923,V00005923,2025-06-10T10:17:15+09:00,qr,,11910,696,0.08,TH00000003,897,12111,D001|D002,0,0
R00005924,V00005924,2025-06-10T21:09:32+09:00,cash,,8760,538,0.08,TH00000003,658,8880,D001|D002,0,0
R00005925,V00005925,2025-06-10T13:44:51+09:00,qr,,7460,473,0.08,TH00000003,559,7546,D001|D002,0,0
R00005926,V00005926,2025-06-10T18:12:14+09:00,qr,,8300,515,0.08,TH00000003,623,8408,D001|D002,0,0
R00005927,V00005927,2025-06-10T21:11:16+09:00,cash,,5580,379,0.08,TH00000003,416,5617,D001|D002,0,0
R00005928,V00005928,2025-06-11T20:00:18+09:00,card,,12260,713,0.08,TH00000003,924,12471,D001|D002,0,0
R00005929,V00005929,2025-06-11T18:10:33+09:00,qr,C00001759,6420,421,0.08,TH00000003,480,6479,D001|D002,0,0
R00005930,V00005930,2025-06-11T17:08:03+09:00,card,C00001760,9130,557,0.08,TH00000003,686,9259,D001|D002,0,0
R00005931,V00005931,2025-06-11T19:22:59+09:00,cash,,1350,168,0.08,TH00000003,95,1277,D001|D002,0,0
R00005932,V00005932,2025-06-11T15:10:32+09:00,qr,,900,145,0.08,TH00000003,60,815,D001|D002,0,0
R00005933,V00005933,2025-06-11T14:01:29+09:00,qr,,5050,353,0.08,TH00000003,376,5073,D001|D002,0,0
R00005934,V00005934,2025-06-11T19:05:05+09:00,cash,,7510,476,0.08,TH00000003,563,7597,D001|D002,0,0
R00005935,V00005935,2025-06-11T21:07:18+09:00,qr,,14560,828,0.08,TH00000003,1099,14831,D001|D002,0,0
R00005936,V00005936,2025-06-11T09:27:21+09:00,card,,3110,256,0.08,TH00000003,228,3082,D001|D002,0,0
R00005937,V00005937,2025-06-11T19:57:47+09:00,cash,C00001761,10120,606,0.08,TH00000003,761,10275,D001|D002,0,0
R00005938,V00005938,2025-06-11T15:55:27+09:00,cash,,2600,230,0.08,TH00000003,190,2560,D001|D002,0,0
R00005939,V00005939,2025-06-11T20:32:45+09:00,card,,9090,555,0.08,TH00000003,683,9218,D001|D002,0,0
R00005940,V00005940,2025-06-11T19:23:43+09:00,cash,,7790,490,0.08,TH00000003,584,7884,D001|D002,0,0
R00005941,V00005941,2025-06-11T17:23:12+09:00,card,,3860,293,0.08,TH00000003,285,3852,D001|D002,0,0
R00005942,V00005942,2025-06-11T12:53:31+09:00,card,C00001762,5960,398,0.08,TH00000003,445,6007,D001|D002,0,0
R00005943,V00005943,2025-06-11T09:20:14+09:00,cash,C00001763,4160,308,0.08,TH00000003,308,4160,D001|D002,0,0
R00005944,V00005944,2025-06-11T18:39:23+09:00,card,,4870,344,0.08,TH00000003,362,4888,D001|D002,0,0
R00005945,V00005945,2025-06-11T09:19:36+09:00,cash,C00001764,4120,306,0.08,TH00000003,305,4119,D001|D002,0,0
R00005946,V00005946,2025-06-11T11:04:39+09:00,cash,C00001765,6460,423,0.08,TH00000003,483,6520,D001|D002,0,0
R00005947,V00005947,2025-06-11T20:14:19+09:00,card,,1040,152,0.08,TH00000003,71,959,D001|D002,0,0
R00005948,V00005948,2025-06-11T12:30:50+09:00,qr,,3600,280,0.08,TH00000003,266,3586,D001|D002,0,0
R00005949,V00005949,2025-06-11T17:24:45+09:00,qr,C00001766,8420,521,0.08,TH00000003,632,8531,D001|D002,0,0
R00005950,V00005950,2025-06-11T16:28:08+09:00,card,,13260,763,0.08,TH00000003,1000,13497,D001|D002,0,0
R00005951,V00005951,2025-06-11T15:26:13+09:00,qr,C00001767,9280,564,0.08,TH00000003,697,9413,D001|D002,0,0
R00005952,V00005952,2025-06-11T20:33:21+09:00,card,,10270,614,0.08,TH00000003,772,10428,D001|D002,0,0
R00005953,V00005953,2025-06-11T22:54:30+09:00,card,C00001768,12810,741,0.08,TH00000003,966,13035,D001|D002,0,0
R00005954,V00005954,2025-06-11T15:43:55+09:00,qr,,6590,430,0.08,TH00000003,493,6653,D001|D002,0,0
R00005955,V00005955,2025-06-11T10:07:19+09:00,card,,1230,162,0.08,TH00000003,85,1153,D001|D002,0,0
R00005956,V00005956,2025-06-11T12:34:25+09:00,qr,,10640,632,0.08,TH00000003,801,10809,D001|D002,0,0
R00005957,V00005957,2025-06-11T21:24:12+09:00,cash,C00001769,4950,348,0.08,TH00000003,368,4970,D001|D002,0,0
R00005958,V00005958,2025-06-12T21:15:27+09:00,card,,2430,222,0.08,TH00000003,177,2385,D001|D002,0,0
R00005959,V00005959,2025-06-12T10:08:39+09:00,cash,,6300,415,0.08,TH00000003,471,6356,D001|D002,0,0
R00005960,V00005960,2025-06-12T18:32:40+09:00,cash,,6250,413,0.08,TH00000003,467,6304,D001|D002,0,0
R00005961,V00005961,2025-06-12T11:00:06+09:00,cash,,2140,207,0.08,TH00000003,155,2088,D001|D002,0,0
R00005962,V00005962,2025-06-12T15:38:27+09:00,qr,,13910,796,0.08,TH00000003,1049,14163,D001|D002,0,0
R00005963,V00005963,2025-06-12T17:15:31+09:00,card,C00001770,6200,410,0.08,TH00000003,463,6253,D001|D002,0,0
R00005964,V00005964,2025-06-12T19:17:13+09:00,qr,C00001771,7000,450,0.08,TH00000003,524,7074,D001|D002,0,0
R00005965,V00005965,2025-06-12T19:07:40+09:00,card,C00001772,7380,469,0.08,TH00000003,553,7464,D001|D002,0,0
R00005966,V00005966,2025-06-12T17:07:05+09:00,qr,C00001773,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00005967,V00005967,2025-06-12T16:51:50+09:00,card,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00005968,V00005968,2025-06-12T10:07:52+09:00,cash,,7290,465,0.08,TH00000003,546,7371,D001|D002,0,0
R00005969,V00005969,2025-06-12T19:24:29+09:00,cash,,4040,302,0.08,TH00000003,299,4037,D001|D002,0,0
R00005970,V00005970,2025-06-12T16:45:14+09:00,cash,,7020,451,0.08,TH00000003,526,7095,D001|D002,0,0
R00005971,V00005971,2025-06-12T15:44:09+09:00,qr,C00001774,6160,408,0.08,TH00000003,460,6212,D001|D002,0,0
R00005972,V00005972,2025-06-12T12:45:37+09:00,cash,C00001775,4360,318,0.08,TH00000003,323,4365,D001|D002,0,0
R00005973,V00005973,2025-06-12T08:44:34+09:00,qr,,1200,160,0.08,TH00000003,83,1123,D001|D002,0,0
R00005974,V00005974,2025-06-12T20:06:24+09:00,cash,,5480,374,0.08,TH00000003,408,5514,D001|D002,0,0
R00005975,V00005975,2025-06-12T09:26:16+09:00,cash,,7230,462,0.08,TH00000003,541,7309,D001|D002,0,0
R00005976,V00005976,2025-06-12T12:46:23+09:00,cash,,4740,337,0.08,TH00000003,352,4755,D001|D002,0,0
R00005977,V00005977,2025-06-12T19:34:41+09:00,card,,5410,371,0.08,TH00000003,403,5442,D001|D002,0,0
R00005978,V00005978,2025-06-12T22:18:13+09:00,cash,,450,123,0.08,TH00000003,26,353,D001|D002,0,0
R00005979,V00005979,2025-06-12T14:45:04+09:00,cash,,7820,491,0.08,TH00000003,586,7915,D001|D002,0,0
R00005980,V00005980,2025-06-12T12:01:05+09:00,qr,C00001776,8800,540,0.08,TH00000003,661,8921,D001|D002,0,0
R00005981,V00005981,2025-06-12T21:03:24+09:00,qr,,1440,172,0.08,TH00000003,101,1369,D001|D002,0,0
R00005982,V00005982,2025-06-12T15:20:14+09:00,card,C00001777,8250,513,0.08,TH00000003,619,8356,D001|D002,0,0
R00005983,V00005983,2025-06-12T10:39:38+09:00,qr,,7120,456,0.08,TH00000003,533,7197,D001|D002,0,0
R00005984,V00005984,2025-06-12T18:05:50+09:00,card,C00001778,12980,749,0.08,TH00000003,978,13209,D001|D002,0,0
R00005985,V00005985,2025-06-12T09:34:22+09:00,qr,,4850,343,0.08,TH00000003,361,4868,D001|D002,0,0
R00005986,V00005986,2025-06-12T17:11:20+09:00,card,C00001779,5000,350,0.08,TH00000003,372,5022,D001|D002,0,0
R00005987,V00005987,2025-06-12T07:38:50+09:00,card,,1040,152,0.08,TH00000003,71,959,D001|D002,0,0
R00005988,V00005988,2025-06-12T20:18:08+09:00,cash,,3320,266,0.08,TH00000003,244,3298,D001|D002,0,0
R00005989,V00005989,2025-06-12T20:05:37+09:00,card,,7970,499,0.08,TH00000003,598,8069,D001|D002,0,0
R00005990,V00005990,2025-06-12T21:21:51+09:00,card,,3520,276,0.08,TH00000003,260,3504,D001|D002,0,0
R00005991,V00005991,2025-06-12T08:13:30+09:00,card,,8620,531,0.08,TH00000003,647,8736,D001|D002,0,0
R00005992,V00005992,2025-06-12T21:37:47+09:00,cash,C00001780,9340,567,0.08,TH00000003,702,9475,D001|D002,0,0
R00005993,V00005993,2025-06-12T18:33:15+09:00,card,,1400,170,0.08,TH00000003,98,1328,D001|D002,0,0
R00005994,V00005994,2025-06-12T21:42:53+09:00,cash,,1170,159,0.08,TH00000003,81,1092,D001|D002,0,0
R00005995,V00005995,2025-06-13T15:30:08+09:00,cash,,9420,571,0.08,TH00000003,708,9557,D001|D002,0,0
R00005996,V00005996,2025-06-13T11:58:12+09:00,cash,,3330,267,0.08,TH00000003,245,3308,D001|D002,0,0
R00005997,V00005997,2025-06-13T09:15:37+09:00,card,,2600,230,0.08,TH00000003,190,2560,D001|D002,0,0
R00005998,V00005998,2025-06-13T19:20:47+09:00,qr,,1440,172,0.08,TH00000003,101,1369,D001|D002,0,0
R00005999,V00005999,2025-06-13T12:15:52+09:00,cash,,6070,404,0.08,TH00000003,453,6119,D001|D002,0,0
R00006000,V00006000,2025-06-13T10:32:17+09:00,qr,,6000,400,0.08,TH00000003,448,6048,D001|D002,0,0
R00006001,V00006001,2025-06-13T22:27:29+09:00,card,,7230,462,0.08,TH00000003,541,7309,D001|D002,0,0
R00006002,V00006002,2025-06-13T13:26:03+09:00,qr,C00001781,9940,597,0.08,TH00000003,747,10090,D001|D002,0,0
R00006003,V00006003,2025-06-13T11:55:22+09:00,qr,,6920,446,0.08,TH00000003,518,6992,D001|D002,0,0
R00006004,V00006004,2025-06-13T19:28:58+09:00,cash,,7980,499,0.08,TH00000003,598,8079,D001|D002,0,0
R00006005,V00006005,2025-06-13T21:39:27+09:00,cash,,6370,419,0.08,TH00000003,476,6427,D001|D002,0,0
R00006006,V00006006,2025-06-13T12:18:00+09:00,cash,,2160,208,0.08,TH00000003,156,2108,D001|D002,0,0
R00006007,V00006007,2025-06-13T13:55:14+09:00,qr,,11850,693,0.08,TH00000003,893,12050,D001|D002,0,0
R00006008,V00006008,2025-06-13T13:48:30+09:00,qr,C00001782,2960,248,0.08,TH00000003,217,2929,D001|D002,0,0
R00006009,V00006009,2025-06-13T13:23:44+09:00,cash,,11670,684,0.08,TH00000003,879,11865,D001|D002,0,0
R00006010,V00006010,2025-06-13T09:14:12+09:00,card,,12200,710,0.08,TH00000003,919,12409,D001|D002,0,0
R00006011,V00006011,2025-06-13T08:10:41+09:00,qr,C00001783,680,134,0.08,TH00000003,44,590,D001|D002,0,0
R00006012,V00006012,2025-06-13T10:13:01+09:00,cash,C00001784,980,149,0.08,TH00000003,66,897,D001|D002,0,0
R00006013,V00006013,2025-06-13T19:09:08+09:00,qr,,7560,478,0.08,TH00000003,567,7649,D001|D002,0,0
R00006014,V00006014,2025-06-13T15:30:32+09:00,qr,,7900,495,0.08,TH00000003,592,7997,D001|D002,0,0
R00006015,V00006015,2025-06-13T14:07:18+09:00,qr,,8360,518,0.08,TH00000003,627,8469,D001|D002,0,0
R00006016,V00006016,2025-06-13T08:04:04+09:00,cash,,7920,496,0.08,TH00000003,594,8018,D001|D002,0,0
R00006017,V00006017,2025-06-13T17:23:00+09:00,qr,C00001785,5540,377,0.08,TH00000003,413,5576,D001|D002,0,0
R00006018,V00006018,2025-06-13T16:33:35+09:00,card,,3130,257,0.08,TH00000003,230,3103,D001|D002,0,0
R00006019,V00006019,2025-06-13T15:23:46+09:00,cash,,14250,813,0.08,TH00000003,1075,14512,D001|D002,0,0
R00006020,V00006020,2025-06-13T14:56:57+09:00,cash,C00001786,5050,353,0.08,TH00000003,376,5073,D001|D002,0,0
R00006021,V00006021,2025-06-13T18:58:49+09:00,qr,,7130,457,0.08,TH00000003,534,7207,D001|D002,0,0
R00006022,V00006022,2025-06-13T12:02:52+09:00,qr,C00001787,8050,503,0.08,TH00000003,604,8151,D001|D002,0,0
R00006023,V00006023,2025-06-13T11:22:18+09:00,qr,C00001788,2250,213,0.08,TH00000003,163,2200,D001|D002,0,0
R00006024,V00006024,2025-06-13T13:31:43+09:00,qr,C00001789,7100,455,0.08,TH00000003,532,7177,D001|D002,0,0
R00006025,V00006025,2025-06-13T21:28:28+09:00,qr,,2340,217,0.08,TH00000003,170,2293,D001|D002,0,0
R00006026,V00006026,2025-06-13T10:24:40+09:00,qr,,5840,392,0.08,TH00000003,436,5884,D001|D002,0,0
R00006027,V00006027,2025-06-13T09:08:01+09:00,card,,3840,292,0.08,TH00000003,284,3832,D001|D002,0,0
