order_id,visit_id,ordered_at,channel,order_seq_in_visit
O00009988,V00004978,2025-05-16T11:31:42+09:00,tablet,2
O00009989,V00004979,2025-05-16T18:41:39+09:00,tablet,1
O00009990,V00004979,2025-05-16T19:21:56+09:00,tablet,2
O00009991,V00004979,2025-05-16T19:28:32+09:00,tablet,3
O00009992,V00004980,2025-05-16T22:10:13+09:00,tablet,1
O00009993,V00004981,2025-05-16T20:52:05+09:00,tablet,1
O00009994,V00004981,2025-05-16T20:57:06+09:00,tablet,2
O00009995,V00004981,2025-05-16T21:25:43+09:00,tablet,3
O00009996,V00004982,2025-05-16T14:01:48+09:00,tablet,1
O00009997,V00004982,2025-05-16T14:56:07+09:00,tablet,2
O00009998,V00004983,2025-05-16T14:13:57+09:00,tablet,1
O00009999,V00004984,2025-05-16T13:28:08+09:00,tablet,1
O00010000,V00004985,2025-05-16T20:26:50+09:00,tablet,1
O00010001,V00004985,2025-05-16T21:03:04+09:00,tablet,2
O00010002,V00004985,2025-05-16T21:16:30+09:00,tablet,3
O00010003,V00004986,2025-05-16T09:34:31+09:00,tablet,1
O00010004,V00004986,2025-05-16T09:41:13+09:00,tablet,2
O00010005,V00004986,2025-05-16T10:43:26+09:00,tablet,3
O00010006,V00004987,2025-05-16T21:00:27+09:00,tablet,1
O00010007,V00004988,2025-05-16T08:57:11+09:00,tablet,1
O00010008,V00004989,2025-05-16T18:57:48+09:00,tablet,1
O00010009,V00004989,2025-05-16T20:37:06+09:00,tablet,2
O00010010,V00004990,2025-05-16T10:35:25+09:00,tablet,1
O00010011,V00004990,2025-05-16T11:18:52+09:00,tablet,2
O00010012,V00004991,2025-05-16T15:08:58+09:00,tablet,1
O00010013,V00004991,2025-05-16T16:52:27+09:00,tablet,2
O00010014,V00004992,2025-05-16T14:30:10+09:00,tablet,1
O00010015,V00004992,2025-05-16T14:56:53+09:00,tablet,2
O00010016,V00004993,2025-05-16T15:18:22+09:00,tablet,1
O00010017,V00004993,2025-05-16T15:27:40+09:00,tablet,2
O00010018,V00004993,2025-05-16T15:36:33+09:00,tablet,3
O00010019,V00004994,2025-05-16T10:20:51+09:00,tablet,1
O00010020,V00004994,2025-05-16T10:44:25+09:00,tablet,2
O00010021,V00004995,2025-05-16T19:08:35+09:00,tablet,1
O00010022,V00004996,2025-05-16T08:50:58+09:00,tablet,1
O00010023,V00004997,2025-05-16T11:24:08+09:00,tablet,1
O00010024,V00004998,2025-05-16T18:39:57+09:00,tablet,1
O00010025,V00004999,2025-05-16T21:43:44+09:00,tablet,1
O00010026,V00005000,2025-05-16T10:11:34+09:00,tablet,1
O00010027,V00005001,2025-05-16T18:30:29+09:00,tablet,1
O00010028,V00005001,2025-05-16T19:10:43+09:00,tablet,2
O00010029,V00005002,2025-05-17T09:15:21+09:00,tablet,1
O00010030,V00005002,2025-05-17T09:44:04+09:00,tablet,2
O00010031,V00005002,2025-05-17T09:45:32+09:00,tablet,3
O00010032,V00005003,2025-05-17T07:45:55+09:00,tablet,1
O00010033,V00005003,2025-05-17T08:42:38+09:00,tablet,2
O00010034,V00005003,2025-05-17T08:55:01+09:00,tablet,3
O00010035,V00005004,2025-05-17T18:23:08+09:00,tablet,1
O00010036,V00005004,2025-05-17T18:28:52+09:00,tablet,2
O00010037,V00005004,2025-05-17T19:10:04+09:00,tablet,3
O00010038,V00005005,2025-05-17T20:58:04+09:00,tablet,1
O00010039,V00005005,2025-05-17T21:05:35+09:00,tablet,2
O00010040,V00005005,2025-05-17T21:51:04+09:00,tablet,3
O00010041,V00005006,2025-05-17T15:09:57+09:00,tablet,1
O00010042,V00005006,2025-05-17T15:32:51+09:00,tablet,2
O00010043,V00005006,2025-05-17T15:54:08+09:00,tablet,3
O00010044,V00005007,2025-05-17T08:11:50+09:00,tablet,1
O00010045,V00005007,2025-05-17T08:34:08+09:00,tablet,2
O00010046,V00005008,2025-05-17T19:05:17+09:00,tablet,1
O00010047,V00005008,2025-05-17T19:19:56+09:00,tablet,2
O00010048,V00005009,2025-05-17T09:53:11+09:00,tablet,1
O00010049,V00005009,2025-05-17T10:51:03+09:00,tablet,2
O00010050,V00005010,2025-05-17T19:38:30+09:00,tablet,1
O00010051,V00005010,2025-05-17T20:03:32+09:00,tablet,2
O00010052,V00005010,2025-05-17T21:04:54+09:00,tablet,3
O00010053,V00005011,2025-05-17T08:05:48+09:00,tablet,1
O00010054,V00005011,2025-05-17T08:27:36+09:00,tablet,2
O00010055,V00005011,2025-05-17T08:29:19+09:00,tablet,3
O00010056,V00005012,2025-05-17T09:04:56+09:00,tablet,1
O00010057,V00005012,2025-05-17T09:52:00+09:00,tablet,2
O00010058,V00005012,2025-05-17T10:51:20+09:00,tablet,3
O00010059,V00005013,2025-05-17T08:13:17+09:00,tablet,1
O00010060,V00005013,2025-05-17T08:19:40+09:00,tablet,2
O00010061,V00005014,2025-05-17T20:08:20+09:00,tablet,1
O00010062,V00005014,2025-05-17T21:03:09+09:00,tablet,2
O00010063,V00005014,2025-05-17T21:24:57+09:00,tablet,3
O00010064,V00005015,2025-05-17T17:23:24+09:00,tablet,1
O00010065,V00005016,2025-05-17T12:36:13+09:00,tablet,1
O00010066,V00005016,2025-05-17T12:51:48+09:00,tablet,2
O00010067,V00005016,2025-05-17T13:26:27+09:00,tablet,3
O00010068,V00005017,2025-05-17T11:58:50+09:00,tablet,1
O00010069,V00005018,2025-05-17T11:47:29+09:00,tablet,1
O00010070,V00005018,2025-05-17T12:33:49+09:00,tablet,2
O00010071,V00005018,2025-05-17T12:59:35+09:00,tablet,3
O00010072,V00005019,2025-05-17T07:36:14+09:00,tablet,1
O00010073,V00005019,2025-05-17T08:12:05+09:00,tablet,2
O00010074,V00005019,2025-05-17T08:22:48+09:00,tablet,3
O00010075,V00005020,2025-05-17T07:39:29+09:00,tablet,1
O00010076,V00005020,2025-05-17T08:08:23+09:00,tablet,2
O00010077,V00005020,2025-05-17T08:56:53+09:00,tablet,3
O00010078,V00005021,2025-05-17T12:59:09+09:00,tablet,1
O00010079,V00005021,2025-05-17T14:15:21+09:00,tablet,2
O00010080,V00005022,2025-05-17T07:13:36+09:00,tablet,1
O00010081,V00005022,2025-05-17T07:25:04+09:00,tablet,2
O00010082,V00005022,2025-05-17T07:30:35+09:00,tablet,3
O00010083,V00005023,2025-05-17T08:31:24+09:00,tablet,1
O00010084,V00005023,2025-05-17T08:42:32+09:00,tablet,2
O00010085,V00005024,2025-05-17T20:37:01+09:00,tablet,1
O00010086,V00005025,2025-05-17T19:00:11+09:00,tablet,1
O00010087,V00005025,2025-05-17T19:09:43+09:00,tablet,2
O00010088,V00005025,2025-05-17T19:48:42+09:00,tablet,3
O00010089,V00005026,2025-05-17T13:44:00+09:00,tablet,1
O00010090,V00005026,2025-05-17T14:16:49+09:00,tablet,2
O00010091,V00005026,2025-05-17T14:30:41+09:00,tablet,3
O00010092,V00005027,2025-05-17T10:12:06+09:00,tablet,1
O00010093,V00005027,2025-05-17T10:31:01+09:00,tablet,2
O00010094,V00005028,2025-05-17T09:55:24+09:00,tablet,1
O00010095,V00005029,2025-05-17T20:10:43+09:00,tablet,1
O00010096,V00005029,2025-05-17T20:36:42+09:00,tablet,2
O00010097,V00005030,2025-05-17T18:56:03+09:00,tablet,1
O00010098,V00005030,2025-05-17T19:59:01+09:00,tablet,2
O00010099,V00005030,2025-05-17T20:21:31+09:00,tablet,3
O00010100,V00005031,2025-05-17T14:34:10+09:00,tablet,1
O00010101,V00005031,2025-05-17T15:25:00+09:00,tablet,2
O00010102,V00005032,2025-05-17T15:25:56+09:00,tablet,1
O00010103,V00005032,2025-05-17T16:20:34+09:00,tablet,2
O00010104,V00005032,2025-05-17T16:30:42+09:00,tablet,3
O00010105,V00005033,2025-05-17T20:43:02+09:00,tablet,1
O00010106,V00005033,2025-05-17T21:41:55+09:00,tablet,2
O00010107,V00005034,2025-05-17T08:47:50+09:00,tablet,1
O00010108,V00005034,2025-05-17T08:56:26+09:00,tablet,2
O00010109,V00005034,2025-05-17T09:12:39+09:00,tablet,3
O00010110,V00005035,2025-05-17T20:58:45+09:00,tablet,1
O00010111,V00005035,2025-05-17T21:24:27+09:00,tablet,2
O00010112,V00005035,2025-05-17T21:34:04+09:00,tablet,3
O00010113,V00005036,2025-05-17T16:32:38+09:00,tablet,1
O00010114,V00005036,2025-05-17T17:12:37+09:00,tablet,2
O00010115,V00005036,2025-05-17T17:20:29+09:00,tablet,3
O00010116,V00005037,2025-05-17T08:17:01+09:00,tablet,1
O00010117,V00005038,2025-05-17T17:52:07+09:00,tablet,1
O00010118,V00005038,2025-05-17T17:57:45+09:00,tablet,2
O00010119,V00005039,2025-05-17T20:55:34+09:00,tablet,1
O00010120,V00005039,2025-05-17T21:00:45+09:00,tablet,2
O00010121,V00005040,2025-05-17T07:53:52+09:00,tablet,1
O00010122,V00005040,2025-05-17T09:06:14+09:00,tablet,2
O00010123,V00005041,2025-05-17T21:38:46+09:00,tablet,1
O00010124,V00005042,2025-05-17T15:14:04+09:00,tablet,1
O00010125,V00005042,2025-05-17T15:46:37+09:00,tablet,2
O00010126,V00005042,2025-05-17T16:52:07+09:00,tablet,3
O00010127,V00005043,2025-05-17T08:29:44+09:00,tablet,1
O00010128,V00005043,2025-05-17T08:53:14+09:00,tablet,2
O00010129,V00005043,2025-05-17T09:29:10+09:00,tablet,3
O00010130,V00005044,2025-05-17T18:14:31+09:00,tablet,1
O00010131,V00005045,2025-05-17T12:51:27+09:00,tablet,1
O00010132,V00005045,2025-05-17T13:27:00+09:00,tablet,2
O00010133,V00005045,2025-05-17T13:39:32+09:00,tablet,3
O00010134,V00005046,2025-05-18T16:51:10+09:00,tablet,1
O00010135,V00005046,2025-05-18T17:00:33+09:00,tablet,2
O00010136,V00005046,2025-05-18T17:20:33+09:00,tablet,3
O00010137,V00005047,2025-05-18T17:08:12+09:00,tablet,1
O00010138,V00005048,2025-05-18T09:29:44+09:00,tablet,1
O00010139,V00005049,2025-05-18T16:21:42+09:00,tablet,1
O00010140,V00005050,2025-05-18T11:57:42+09:00,tablet,1
O00010141,V00005050,2025-05-18T12:20:51+09:00,tablet,2
O00010142,V00005050,2025-05-18T12:47:52+09:00,tablet,3
O00010143,V00005051,2025-05-18T17:00:00+09:00,tablet,1
O00010144,V00005051,2025-05-18T17:27:32+09:00,tablet,2
O00010145,V00005052,2025-05-18T09:23:24+09:00,tablet,1
O00010146,V00005052,2025-05-18T09:45:19+09:00,tablet,2
O00010147,V00005052,2025-05-18T09:54:57+09:00,tablet,3
O00010148,V00005053,2025-05-18T11:08:19+09:00,tablet,1
O00010149,V00005053,2025-05-18T12:29:10+09:00,tablet,2
O00010150,V00005054,2025-05-18T10:30:39+09:00,tablet,1
O00010151,V00005054,2025-05-18T11:22:17+09:00,tablet,2
O00010152,V00005054,2025-05-18T11:54:23+09:00,tablet,3
O00010153,V00005055,2025-05-18T14:45:46+09:00,tablet,1
O00010154,V00005055,2025-05-18T14:57:27+09:00,tablet,2
O00010155,V00005056,2025-05-18T13:36:31+09:00,tablet,1
O00010156,V00005056,2025-05-18T13:45:02+09:00,tablet,2
O00010157,V00005057,2025-05-18T16:42:20+09:00,tablet,1
O00010158,V00005058,2025-05-18T15:03:42+09:00,tablet,1
O00010159,V00005058,2025-05-18T15:14:59+09:00,tablet,2
O00010160,V00005058,2025-05-18T15:49:15+09:00,tablet,3
O00010161,V00005059,2025-05-18T15:13:31+09:00,tablet,1
O00010162,V00005059,2025-05-18T15:14:21+09:00,tablet,2
O00010163,V00005060,2025-05-18T21:39:56+09:00,tablet,1
O00010164,V00005061,2025-05-18T13:24:18+09:00,tablet,1
O00010165,V00005061,2025-05-18T13:57:59+09:00,tablet,2
O00010166,V00005061,2025-05-18T14:26:45+09:00,tablet,3
O00010167,V00005062,2025-05-18T08:25:21+09:00,tablet,1
O00010168,V00005062,2025-05-18T08:46:03+09:00,tablet,2
O00010169,V00005062,2025-05-18T09:08:07+09:00,tablet,3
O00010170,V00005063,2025-05-18T15:33:58+09:00,tablet,1
O00010171,V00005064,2025-05-18T15:10:31+09:00,tablet,1
O00010172,V00005064,2025-05-18T15:14:19+09:00,tablet,2
O00010173,V00005064,2025-05-18T16:45:29+09:00,tablet,3
O00010174,V00005065,2025-05-18T19:27:31+09:00,tablet,1
O00010175,V00005065,2025-05-18T20:28:56+09:00,tablet,2
O00010176,V00005066,2025-05-18T10:03:06+09:00,tablet,1
O00010177,V00005066,2025-05-18T10:15:49+09:00,tablet,2
O00010178,V00005067,2025-05-18T14:29:04+09:00,tablet,1
O00010179,V00005068,2025-05-18T16:33:16+09:00,tablet,1
O00010180,V00005068,2025-05-18T17:39:28+09:00,tablet,2
O00010181,V00005069,2025-05-18T21:19:37+09:00,tablet,1
O00010182,V00005070,2025-05-18T07:27:28+09:00,tablet,1
O00010183,V00005070,2025-05-18T07:55:26+09:00,tablet,2
O00010184,V00005070,2025-05-18T08:20:43+09:00,tablet,3
O00010185,V00005071,2025-05-18T11:38:21+09:00,tablet,1
O00010186,V00005071,2025-05-18T12:01:31+09:00,tablet,2
O00010187,V00005071,2025-05-18T12:18:41+09:00,tablet,3
O00010188,V00005072,2025-05-18T08:04:05+09:00,tablet,1
O00010189,V00005072,2025-05-18T08:32:37+09:00,tablet,2
O00010190,V00005073,2025-05-18T19:49:30+09:00,tablet,1
O00010191,V00005073,2025-05-18T21:20:46+09:00,tablet,2
O00010192,V00005074,2025-05-18T07:59:46+09:00,tablet,1
O00010193,V00005074,2025-05-18T08:03:27+09:00,tablet,2
O00010194,V00005074,2025-05-18T08:03:38+09:00,tablet,3
O00010195,V00005075,2025-05-18T13:14:42+09:00,tablet,1
O00010196,V00005076,2025-05-18T18:15:14+09:00,tablet,1
O00010197,V00005076,2025-05-18T18:33:20+09:00,tablet,2
O00010198,V00005077,2025-05-18T12:51:57+09:00,tablet,1
O00010199,V00005078,2025-05-18T07:49:20+09:00,tablet,1
O00010200,V00005078,2025-05-18T08:15:06+09:00,tablet,2
O00010201,V00005079,2025-05-18T15:59:39+09:00,tablet,1
O00010202,V00005080,2025-05-19T19:26:41+09:00,tablet,1
O00010203,V00005080,2025-05-19T20:57:36+09:00,tablet,2
O00010204,V00005081,2025-05-19T09:19:13+09:00,tablet,1
O00010205,V00005082,2025-05-19T16:48:19+09:00,tablet,1
O00010206,V00005082,2025-05-19T17:58:00+09:00,tablet,2
O00010207,V00005082,2025-05-19T18:41:00+09:00,tablet,3
O00010208,V00005083,2025-05-19T20:50:06+09:00,tablet,1
O00010209,V00005083,2025-05-19T21:09:13+09:00,tablet,2
O00010210,V00005083,2025-05-19T21:49:33+09:00,tablet,3
O00010211,V00005084,2025-05-19T17:52:34+09:00,tablet,1
O00010212,V00005084,2025-05-19T18:18:03+09:00,tablet,2
O00010213,V00005085,2025-05-19T13:55:33+09:00,tablet,1
O00010214,V00005086,2025-05-19T19:46:11+09:00,tablet,1
O00010215,V00005086,2025-05-19T20:33:35+09:00,tablet,2
O00010216,V00005087,2025-05-19T20:40:53+09:00,tablet,1
O00010217,V00005087,2025-05-19T21:38:03+09:00,tablet,2
O00010218,V00005088,2025-05-19T14:35:04+09:00,tablet,1
O00010219,V00005088,2025-05-19T14:45:28+09:00,tablet,2
O00010220,V00005088,2025-05-19T15:08:55+09:00,tablet,3
O00010221,V00005089,2025-05-19T21:41:37+09:00,tablet,1
O00010222,V00005090,2025-05-19T17:47:30+09:00,tablet,1
O00010223,V00005090,2025-05-19T17:55:59+09:00,tablet,2
O00010224,V00005090,2025-05-19T18:48:29+09:00,tablet,3
O00010225,V00005091,2025-05-19T14:00:29+09:00,tablet,1
O00010226,V00005091,2025-05-19T14:53:49+09:00,tablet,2
O00010227,V00005092,2025-05-19T17:53:07+09:00,tablet,1
O00010228,V00005092,2025-05-19T18:21:20+09:00,tablet,2
O00010229,V00005093,2025-05-19T16:30:05+09:00,tablet,1
O00010230,V00005093,2025-05-19T16:37:17+09:00,tablet,2
O00010231,V00005094,2025-05-19T19:17:17+09:00,tablet,1
O00010232,V00005094,2025-05-19T19:57:19+09:00,tablet,2
O00010233,V00005094,2025-05-19T19:59:59+09:00,tablet,3
O00010234,V00005095,2025-05-19T19:05:01+09:00,tablet,1
O00010235,V00005096,2025-05-19T11:15:00+09:00,tablet,1
O00010236,V00005096,2025-05-19T11:25:11+09:00,tablet,2
O00010237,V00005096,2025-05-19T11:45:30+09:00,tablet,3
O00010238,V00005097,2025-05-19T16:59:41+09:00,tablet,1
O00010239,V00005098,2025-05-19T14:45:56+09:00,tablet,1
O00010240,V00005098,2025-05-19T15:42:15+09:00,tablet,2
O00010241,V00005099,2025-05-19T21:16:23+09:00,tablet,1
O00010242,V00005099,2025-05-19T21:36:34+09:00,tablet,2
O00010243,V00005099,2025-05-19T21:59:47+09:00,tablet,3
O00010244,V00005100,2025-05-19T19:06:19+09:00,tablet,1
O00010245,V00005100,2025-05-19T19:42:25+09:00,tablet,2
O00010246,V00005100,2025-05-19T19:43:47+09:00,tablet,3
O00010247,V00005101,2025-05-19T11:16:33+09:00,tablet,1
O00010248,V00005101,2025-05-19T11:34:57+09:00,tablet,2
O00010249,V00005101,2025-05-19T12:17:13+09:00,tablet,3
O00010250,V00005102,2025-05-19T11:51:43+09:00,tablet,1
O00010251,V00005102,2025-05-19T12:15:24+09:00,tablet,2
O00010252,V00005102,2025-05-19T12:23:14+09:00,tablet,3
O00010253,V00005103,2025-05-19T10:04:17+09:00,tablet,1
O00010254,V00005103,2025-05-19T10:17:13+09:00,tablet,2
O00010255,V00005104,2025-05-19T19:46:26+09:00,tablet,1
O00010256,V00005104,2025-05-19T19:59:18+09:00,tablet,2
O00010257,V00005104,2025-05-19T20:37:40+09:00,tablet,3
O00010258,V00005105,2025-05-19T19:02:26+09:00,tablet,1
O00010259,V00005105,2025-05-19T19:44:43+09:00,tablet,2
O00010260,V00005106,2025-05-19T15:57:31+09:00,tablet,1
O00010261,V00005106,2025-05-19T16:43:18+09:00,tablet,2
O00010262,V00005107,2025-05-19T13:59:56+09:00,tablet,1
O00010263,V00005108,2025-05-19T09:27:27+09:00,tablet,1
O00010264,V00005109,2025-05-20T17:17:46+09:00,tablet,1
O00010265,V00005109,2025-05-20T17:50:34+09:00,tablet,2
O00010266,V00005110,2025-05-20T10:40:55+09:00,tablet,1
O00010267,V00005111,2025-05-20T11:24:33+09:00,tablet,1
O00010268,V00005111,2025-05-20T12:12:30+09:00,tablet,2
O00010269,V00005111,2025-05-20T12:38:41+09:00,tablet,3
O00010270,V00005112,2025-05-20T13:08:27+09:00,tablet,1
O00010271,V00005113,2025-05-20T21:23:43+09:00,tablet,1
O00010272,V00005113,2025-05-20T22:19:19+09:00,tablet,2
O00010273,V00005113,2025-05-20T22:35:56+09:00,tablet,3
O00010274,V00005114,2025-05-20T16:40:58+09:00,tablet,1
O00010275,V00005114,2025-05-20T17:05:45+09:00,tablet,2
O00010276,V00005115,2025-05-20T08:08:15+09:00,tablet,1
O00010277,V00005115,2025-05-20T08:26:07+09:00,tablet,2
O00010278,V00005116,2025-05-20T19:26:27+09:00,tablet,1
O00010279,V00005116,2025-05-20T19:39:04+09:00,tablet,2
O00010280,V00005116,2025-05-20T20:23:36+09:00,tablet,3
O00010281,V00005117,2025-05-20T20:59:39+09:00,tablet,1
O00010282,V00005117,2025-05-20T22:08:33+09:00,tablet,2
O00010283,V00005118,2025-05-20T09:40:15+09:00,tablet,1
O00010284,V00005119,2025-05-20T15:03:30+09:00,tablet,1
O00010285,V00005119,2025-05-20T15:07:16+09:00,tablet,2
O00010286,V00005120,2025-05-20T16:50:52+09:00,tablet,1
O00010287,V00005120,2025-05-20T17:53:46+09:00,tablet,2
O00010288,V00005121,2025-05-20T18:00:51+09:00,tablet,1
O00010289,V00005122,2025-05-20T10:04:51+09:00,tablet,1
O00010290,V00005122,2025-05-20T10:53:47+09:00,tablet,2
O00010291,V00005123,2025-05-20T11:11:21+09:00,tablet,1
O00010292,V00005123,2025-05-20T11:53:40+09:00,tablet,2
O00010293,V00005123,2025-05-20T12:10:21+09:00,tablet,3
O00010294,V00005124,2025-05-20T09:06:38+09:00,tablet,1
O00010295,V00005124,2025-05-20T09:18:59+09:00,tablet,2
O00010296,V00005124,2025-05-20T09:33:42+09:00,tablet,3
O00010297,V00005125,2025-05-20T18:38:07+09:00,tablet,1
O00010298,V00005126,2025-05-20T07:42:22+09:00,tablet,1
O00010299,V00005126,2025-05-20T07:51:20+09:00,tablet,2
O00010300,V00005127,2025-05-20T20:27:07+09:00,tablet,1
O00010301,V00005128,2025-05-20T14:23:13+09:00,tablet,1
O00010302,V00005128,2025-05-20T15:26:50+09:00,tablet,2
O00010303,V00005128,2025-05-20T15:26:57+09:00,tablet,3
O00010304,V00005129,2025-05-20T14:21:52+09:00,tablet,1
O00010305,V00005129,2025-05-20T15:31:04+09:00,tablet,2
O00010306,V00005130,2025-05-20T12:54:00+09:00,tablet,1
O00010307,V00005131,2025-05-20T21:15:40+09:00,tablet,1
O00010308,V00005131,2025-05-20T21:34:26+09:00,tablet,2
O00010309,V00005132,2025-05-20T18:20:20+09:00,tablet,1
O00010310,V00005132,2025-05-20T18:52:27+09:00,tablet,2
O00010311,V00005133,2025-05-20T10:50:01+09:00,tablet,1
O00010312,V00005133,2025-05-20T10:57:57+09:00,tablet,2
O00010313,V00005134,2025-05-20T13:50:55+09:00,tablet,1
O00010314,V00005134,2025-05-20T13:56:34+09:00,tablet,2
O00010315,V00005134,2025-05-20T15:20:44+09:00,tablet,3
O00010316,V00005135,2025-05-20T11:57:39+09:00,tablet,1
O00010317,V00005135,2025-05-20T12:07:18+09:00,tablet,2
O00010318,V00005135,2025-05-20T12:13:52+09:00,tablet,3
O00010319,V00005136,2025-05-20T12:59:52+09:00,tablet,1
O00010320,V00005136,2025-05-20T13:28:11+09:00,tablet,2
O00010321,V00005136,2025-05-20T14:02:49+09:00,tablet,3
O00010322,V00005137,2025-05-20T17:50:39+09:00,tablet,1
O00010323,V00005138,2025-05-20T11:17:24+09:00,tablet,1
O00010324,V00005138,2025-05-20T11:43:03+09:00,tablet,2
O00010325,V00005139,2025-05-20T21:05:29+09:00,tablet,1
O00010326,V00005139,2025-05-20T21:39:13+09:00,tablet,2
O00010327,V00005140,2025-05-20T15:39:41+09:00,tablet,1
O00010328,V00005141,2025-05-20T18:54:17+09:00,tablet,1
O00010329,V00005142,2025-05-20T09:34:12+09:00,tablet,1
O00010330,V00005142,2025-05-20T09:44:11+09:00,tablet,2
O00010331,V00005143,2025-05-20T11:13:27+09:00,tablet,1
O00010332,V00005143,2025-05-20T11:16:30+09:00,tablet,2
O00010333,V00005143,2025-05-20T12:03:57+09:00,tablet,3
O00010334,V00005144,2025-05-20T17:33:10+09:00,tablet,1
O00010335,V00005144,2025-05-20T17:36:11+09:00,tablet,2
O00010336,V00005145,2025-05-20T15:56:41+09:00,tablet,1
O00010337,V00005145,2025-05-20T16:09:36+09:00,tablet,2
O00010338,V00005145,2025-05-20T16:52:15+09:00,tablet,3
O00010339,V00005146,2025-05-20T20:53:00+09:00,tablet,1
O00010340,V00005147,2025-05-20T14:15:37+09:00,tablet,1
O00010341,V00005147,2025-05-20T15:03:01+09:00,tablet,2
O00010342,V00005148,2025-05-20T16:31:17+09:00,tablet,1
O00010343,V00005148,2025-05-20T16:34:48+09:00,tablet,2
O00010344,V00005149,2025-05-20T15:08:22+09:00,tablet,1
O00010345,V00005149,2025-05-20T15:44:29+09:00,tablet,2
O00010346,V00005149,2025-05-20T15:59:20+09:00,tablet,3
O00010347,V00005150,2025-05-20T13:32:44+09:00,tablet,1
O00010348,V00005151,2025-05-21T20:21:51+09:00,tablet,1
O00010349,V00005151,2025-05-21T20:44:12+09:00,tablet,2
O00010350,V00005152,2025-05-21T10:21:42+09:00,tablet,1
O00010351,V00005152,2025-05-21T10:52:49+09:00,tablet,2
O00010352,V00005153,2025-05-21T19:21:12+09:00,tablet,1
O00010353,V00005154,2025-05-21T13:28:31+09:00,tablet,1
O00010354,V00005154,2025-05-21T14:24:53+09:00,tablet,2
O00010355,V00005155,2025-05-21T11:50:46+09:00,tablet,1
O00010356,V00005156,2025-05-21T14:18:37+09:00,tablet,1
O00010357,V00005157,2025-05-21T18:16:15+09:00,tablet,1
O00010358,V00005158,2025-05-21T18:29:59+09:00,tablet,1
O00010359,V00005159,2025-05-21T16:13:54+09:00,tablet,1
O00010360,V00005160,2025-05-21T21:45:35+09:00,tablet,1
O00010361,V00005161,2025-05-21T20:40:25+09:00,tablet,1
O00010362,V00005162,2025-05-21T09:50:11+09:00,tablet,1
O00010363,V00005163,2025-05-21T15:44:37+09:00,tablet,1
O00010364,V00005163,2025-05-21T17:05:22+09:00,tablet,2
O00010365,V00005164,2025-05-21T09:56:28+09:00,tablet,1
O00010366,V00005164,2025-05-21T10:04:25+09:00,tablet,2
O00010367,V00005164,2025-05-21T10:29:53+09:00,tablet,3
O00010368,V00005165,2025-05-21T19:13:35+09:00,tablet,1
O00010369,V00005166,2025-05-21T11:17:08+09:00,tablet,1
O00010370,V00005167,2025-05-21T10:52:25+09:00,tablet,1
O00010371,V00005167,2025-05-21T11:11:07+09:00,tablet,2
O00010372,V00005167,2025-05-21T11:38:39+09:00,tablet,3
O00010373,V00005168,2025-05-21T20:31:31+09:00,tablet,1
O00010374,V00005168,2025-05-21T21:01:41+09:00,tablet,2
O00010375,V00005169,2025-05-21T08:39:22+09:00,tablet,1
O00010376,V00005170,2025-05-21T20:35:57+09:00,tablet,1
O00010377,V00005171,2025-05-21T12:07:28+09:00,tablet,1
O00010378,V00005171,2025-05-21T12:54:53+09:00,tablet,2
O00010379,V00005171,2025-05-21T13:37:41+09:00,tablet,3
O00010380,V00005172,2025-05-21T21:12:49+09:00,tablet,1
O00010381,V00005172,2025-05-21T21:13:37+09:00,tablet,2
O00010382,V00005172,2025-05-21T21:37:29+09:00,tablet,3
O00010383,V00005173,2025-05-21T16:49:44+09:00,tablet,1
O00010384,V00005174,2025-05-21T18:19:03+09:00,tablet,1
O00010385,V00005174,2025-05-21T18:57:54+09:00,tablet,2
O00010386,V00005175,2025-05-21T10:54:44+09:00,tablet,1
O00010387,V00005176,2025-05-21T20:51:47+09:00,tablet,1
O00010388,V00005176,2025-05-21T21:23:18+09:00,tablet,2
O00010389,V00005177,2025-05-21T11:28:14+09:00,tablet,1
O00010390,V00005177,2025-05-21T11:40:24+09:00,tablet,2
O00010391,V00005177,2025-05-21T11:57:33+09:00,tablet,3
O00010392,V00005178,2025-05-21T12:42:34+09:00,tablet,1
O00010393,V00005179,2025-05-21T11:23:51+09:00,tablet,1
O00010394,V00005179,2025-05-21T11:42:59+09:00,tablet,2
O00010395,V00005180,2025-05-21T20:35:43+09:00,tablet,1
O00010396,V00005180,2025-05-21T20:36:10+09:00,tablet,2
O00010397,V00005181,2025-05-21T21:29:53+09:00,tablet,1
O00010398,V00005182,2025-05-21T09:16:02+09:00,tablet,1
O00010399,V00005183,2025-05-22T12:47:52+09:00,tablet,1
O00010400,V00005184,2025-05-22T14:55:39+09:00,tablet,1
O00010401,V00005184,2025-05-22T16:16:27+09:00,tablet,2
O00010402,V00005185,2025-05-22T17:19:01+09:00,tablet,1
O00010403,V00005186,2025-05-22T21:22:20+09:00,tablet,1
O00010404,V00005186,2025-05-22T22:14:57+09:00,tablet,2
O00010405,V00005186,2025-05-22T22:25:31+09:00,tablet,3
O00010406,V00005187,2025-05-22T15:40:45+09:00,tablet,1
O00010407,V00005188,2025-05-22T16:38:11+09:00,tablet,1
O00010408,V00005188,2025-05-22T16:54:42+09:00,tablet,2
O00010409,V00005188,2025-05-22T18:05:11+09:00,tablet,3
O00010410,V00005189,2025-05-22T16:34:15+09:00,tablet,1
