order_item_id,order_id,menu_item_id,qty,unit_price_yen_at_order,line_subtotal_yen,status,served_at,cook_time_sec,is_kids_item
OI00023620,O00009364,M006,1,450,450,served,2025-05-08T21:31:01+09:00,586,1
OI00023621,O00009364,M004,1,980,980,served,2025-05-08T21:31:21+09:00,606,0
OI00023622,O00009364,M002,2,780,1560,served,2025-05-08T21:31:47+09:00,632,0
OI00023623,O00009365,M001,3,680,2040,served,2025-05-08T22:17:17+09:00,835,0
OI00023624,O00009365,M001,2,680,1360,served,2025-05-08T22:10:05+09:00,403,0
OI00023625,O00009366,M002,1,780,780,served,2025-05-08T10:33:18+09:00,721,0
OI00023626,O00009367,M004,1,980,980,served,2025-05-08T12:11:42+09:00,607,0
OI00023627,O00009367,M006,3,450,1350,served,2025-05-08T12:10:09+09:00,514,1
OI00023628,O00009367,M001,3,680,2040,served,2025-05-08T12:20:30+09:00,1135,0
OI00023629,O00009368,M003,3,520,1560,served,2025-05-08T07:42:15+09:00,587,0
OI00023630,O00009368,M005,3,390,1170,served,2025-05-08T07:40:56+09:00,508,1
OI00023631,O00009369,M004,1,980,980,served,2025-05-08T08:18:55+09:00,455,0
OI00023632,O00009369,M001,2,680,1360,served,2025-05-08T08:27:38+09:00,978,0
OI00023633,O00009370,M004,1,980,980,served,2025-05-08T18:35:52+09:00,1109,0
OI00023634,O00009371,M006,2,450,900,served,2025-05-08T18:49:11+09:00,879,1
OI00023635,O00009371,M004,3,980,2940,served,2025-05-08T18:47:01+09:00,749,0
OI00023636,O00009371,M006,2,450,900,served,2025-05-08T18:46:10+09:00,698,1
OI00023637,O00009372,M003,1,520,520,served,2025-05-08T20:12:57+09:00,1179,0
OI00023638,O00009372,M005,3,390,1170,served,2025-05-08T20:03:09+09:00,591,1
OI00023639,O00009372,M004,2,980,1960,served,2025-05-08T19:59:15+09:00,357,0
OI00023640,O00009372,M002,3,780,2340,served,2025-05-08T20:02:37+09:00,559,0
OI00023641,O00009373,M002,3,780,2340,served,2025-05-08T20:17:32+09:00,1052,0
OI00023642,O00009373,M005,1,390,390,served,2025-05-08T20:10:51+09:00,651,1
OI00023643,O00009374,M101,3,620,1860,served,2025-05-08T19:04:35+09:00,343,0
OI00023644,O00009375,M005,3,390,1170,served,2025-05-08T19:30:28+09:00,1001,1
OI00023645,O00009376,M001,2,680,1360,served,2025-05-08T08:27:06+09:00,871,0
OI00023646,O00009376,M006,1,450,450,served,2025-05-08T08:17:23+09:00,288,1
OI00023647,O00009376,M001,1,680,680,served,2025-05-08T08:28:35+09:00,960,0
OI00023648,O00009377,M001,1,680,680,served,2025-05-08T08:27:08+09:00,760,0
OI00023649,O00009377,M101,2,620,1240,served,2025-05-08T08:26:03+09:00,695,0
OI00023650,O00009377,M006,1,450,450,served,2025-05-08T08:20:47+09:00,379,1
OI00023651,O00009378,M002,3,780,2340,served,2025-05-08T16:30:30+09:00,424,0
OI00023652,O00009378,M002,3,780,2340,served,2025-05-08T16:37:31+09:00,845,0
OI00023653,O00009379,M006,3,450,1350,served,2025-05-08T17:21:04+09:00,1170,1
OI00023654,O00009379,M003,3,520,1560,served,2025-05-08T17:14:16+09:00,762,0
OI00023655,O00009380,M001,2,680,1360,served,2025-05-08T17:56:37+09:00,315,0
OI00023656,O00009380,M003,2,520,1040,served,2025-05-08T17:57:50+09:00,388,0
OI00023657,O00009381,M004,1,980,980,served,2025-05-08T13:57:45+09:00,572,0
OI00023658,O00009381,M101,2,620,1240,served,2025-05-08T14:02:00+09:00,827,0
OI00023659,O00009381,M001,1,680,680,served,2025-05-08T13:55:59+09:00,466,0
OI00023660,O00009381,M006,1,450,450,served,2025-05-08T13:56:00+09:00,467,1
OI00023661,O00009382,M004,3,980,2940,served,2025-05-08T14:01:08+09:00,648,0
OI00023662,O00009382,M006,2,450,900,served,2025-05-08T14:05:22+09:00,902,1
OI00023663,O00009382,M001,2,680,1360,served,2025-05-08T14:03:11+09:00,771,0
OI00023664,O00009383,M101,1,620,620,served,2025-05-08T14:53:23+09:00,658,0
OI00023665,O00009384,M005,3,390,1170,served,2025-05-08T07:53:22+09:00,720,1
OI00023666,O00009385,M003,1,520,520,served,2025-05-08T14:31:29+09:00,863,0
OI00023667,O00009386,M004,1,980,980,served,2025-05-08T14:46:57+09:00,910,0
OI00023668,O00009386,M002,3,780,2340,served,2025-05-08T14:37:21+09:00,334,0
OI00023669,O00009386,M001,1,680,680,served,2025-05-08T14:41:23+09:00,576,0
OI00023670,O00009387,M005,2,390,780,served,2025-05-08T15:19:30+09:00,519,1
OI00023671,O00009387,M004,2,980,1960,served,2025-05-08T15:28:06+09:00,1035,0
OI00023672,O00009387,M101,2,620,1240,served,2025-05-08T15:20:58+09:00,607,0
OI00023673,O00009388,M006,2,450,900,served,2025-05-08T17:13:32+09:00,697,1
OI00023674,O00009388,M006,2,450,900,served,2025-05-08T17:06:51+09:00,296,1
OI00023675,O00009388,M005,1,390,390,served,2025-05-08T17:19:32+09:00,1057,1
OI00023676,O00009389,M001,2,680,1360,served,2025-05-08T17:16:13+09:00,287,0
OI00023677,O00009390,M006,2,450,900,served,2025-05-08T17:59:10+09:00,429,1
OI00023678,O00009390,M004,3,980,2940,served,2025-05-08T18:07:16+09:00,915,0
OI00023679,O00009391,M005,1,390,390,served,2025-05-08T13:52:13+09:00,603,1
OI00023680,O00009392,M001,3,680,2040,served,2025-05-08T13:55:25+09:00,305,0
OI00023681,O00009392,M003,3,520,1560,served,2025-05-08T13:59:40+09:00,560,0
OI00023682,O00009392,M006,1,450,450,served,2025-05-08T14:06:04+09:00,944,1
OI00023683,O00009393,M003,1,520,520,served,2025-05-08T19:36:04+09:00,730,0
OI00023684,O00009393,M005,3,390,1170,served,2025-05-08T19:39:03+09:00,909,1
OI00023685,O00009393,M004,1,980,980,served,2025-05-08T19:35:01+09:00,667,0
OI00023686,O00009393,M101,2,620,1240,served,2025-05-08T19:28:04+09:00,250,0
OI00023687,O00009394,M005,2,390,780,served,2025-05-08T19:48:03+09:00,392,1
OI00023688,O00009395,M004,2,980,1960,served,2025-05-08T14:23:09+09:00,514,0
OI00023689,O00009395,M004,3,980,2940,served,2025-05-08T14:23:30+09:00,535,0
OI00023690,O00009396,M002,1,780,780,served,2025-05-08T10:53:08+09:00,619,0
OI00023691,O00009396,M005,2,390,780,served,2025-05-08T10:47:45+09:00,296,1
OI00023692,O00009397,M002,1,780,780,served,2025-05-08T10:49:05+09:00,329,0
OI00023693,O00009398,M001,2,680,1360,served,2025-05-08T15:27:26+09:00,632,0
OI00023694,O00009398,M005,1,390,390,served,2025-05-08T15:27:49+09:00,655,1
OI00023695,O00009399,M001,3,680,2040,served,2025-05-08T16:02:17+09:00,860,0
OI00023696,O00009399,M006,1,450,450,served,2025-05-08T16:01:30+09:00,813,1
OI00023697,O00009400,M003,2,520,1040,served,2025-05-08T13:21:57+09:00,1118,0
OI00023698,O00009400,M004,2,980,1960,served,2025-05-08T13:13:23+09:00,604,0
OI00023699,O00009401,M001,1,680,680,served,2025-05-08T11:45:03+09:00,376,0
OI00023700,O00009401,M005,2,390,780,served,2025-05-08T11:51:45+09:00,778,1
OI00023701,O00009401,M002,3,780,2340,served,2025-05-08T11:56:08+09:00,1041,0
OI00023702,O00009402,M005,1,390,390,served,2025-05-08T19:40:43+09:00,896,1
OI00023703,O00009402,M004,2,980,1960,served,2025-05-08T19:35:43+09:00,596,0
OI00023704,O00009403,M001,2,680,1360,served,2025-05-08T19:40:11+09:00,618,0
OI00023705,O00009403,M005,3,390,1170,served,2025-05-08T19:41:07+09:00,674,1
OI00023706,O00009404,M003,3,520,1560,served,2025-05-08T19:56:39+09:00,310,0
OI00023707,O00009404,M001,3,680,2040,served,2025-05-08T20:11:09+09:00,1180,0
OI00023708,O00009405,M005,1,390,390,served,2025-05-08T11:51:24+09:00,576,1
OI00023709,O00009405,M101,1,620,620,served,2025-05-08T11:47:38+09:00,350,0
OI00023710,O00009405,M005,1,390,390,served,2025-05-08T11:47:51+09:00,363,1
OI00023711,O00009405,M004,1,980,980,served,2025-05-08T11:53:26+09:00,698,0
OI00023712,O00009406,M101,1,620,620,served,2025-05-08T11:54:06+09:00,692,0
OI00023713,O00009406,M002,3,780,2340,served,2025-05-08T11:48:12+09:00,338,0
OI00023714,O00009406,M004,3,980,2940,served,2025-05-08T11:57:30+09:00,896,0
OI00023715,O00009407,M101,1,620,620,served,2025-05-08T12:43:58+09:00,778,0
OI00023716,O00009407,M004,2,980,1960,served,2025-05-08T12:42:08+09:00,668,0
OI00023717,O00009407,M002,1,780,780,served,2025-05-08T12:47:46+09:00,1006,0
OI00023718,O00009408,M101,3,620,1860,served,2025-05-08T07:57:34+09:00,846,0
OI00023719,O00009408,M003,1,520,520,served,2025-05-08T07:51:58+09:00,510,0
OI00023720,O00009408,M005,2,390,780,served,2025-05-08T07:51:35+09:00,487,1
OI00023721,O00009408,M101,3,620,1860,served,2025-05-08T07:50:19+09:00,411,0
OI00023722,O00009409,M002,3,780,2340,served,2025-05-08T08:39:43+09:00,842,0
OI00023723,O00009409,M001,1,680,680,served,2025-05-08T08:41:25+09:00,944,0
OI00023724,O00009409,M101,2,620,1240,served,2025-05-08T08:39:56+09:00,855,0
OI00023725,O00009410,M001,3,680,2040,served,2025-05-08T15:29:35+09:00,659,0
OI00023726,O00009411,M005,2,390,780,served,2025-05-08T16:21:46+09:00,1017,1
OI00023727,O00009411,M003,3,520,1560,served,2025-05-08T16:13:10+09:00,501,0
OI00023728,O00009411,M001,1,680,680,served,2025-05-08T16:21:51+09:00,1022,0
OI00023729,O00009411,M006,1,450,450,served,2025-05-08T16:17:41+09:00,772,1
OI00023730,O00009412,M004,1,980,980,served,2025-05-08T16:49:00+09:00,613,0
OI00023731,O00009412,M101,3,620,1860,served,2025-05-08T16:52:53+09:00,846,0
OI00023732,O00009412,M005,2,390,780,served,2025-05-08T16:49:16+09:00,629,1
OI00023733,O00009412,M006,3,450,1350,served,2025-05-08T16:57:09+09:00,1102,1
OI00023734,O00009413,M001,2,680,1360,served,2025-05-08T13:03:59+09:00,986,0
OI00023735,O00009413,M003,1,520,520,served,2025-05-08T12:57:51+09:00,618,0
OI00023736,O00009413,M004,3,980,2940,served,2025-05-08T12:52:34+09:00,301,0
OI00023737,O00009413,M002,2,780,1560,served,2025-05-08T13:06:48+09:00,1155,0
OI00023738,O00009414,M101,1,620,620,served,2025-05-08T13:32:20+09:00,268,0
OI00023739,O00009414,M003,2,520,1040,served,2025-05-08T13:35:30+09:00,458,0
OI00023740,O00009415,M004,1,980,980,served,2025-05-08T13:45:02+09:00,722,0
OI00023741,O00009415,M002,2,780,1560,served,2025-05-08T13:37:53+09:00,293,0
OI00023742,O00009415,M003,1,520,520,served,2025-05-08T13:51:06+09:00,1086,0
OI00023743,O00009416,M003,3,520,1560,served,2025-05-08T08:00:57+09:00,1048,0
OI00023744,O00009416,M004,1,980,980,served,2025-05-08T07:50:38+09:00,429,0
OI00023745,O00009416,M006,1,450,450,served,2025-05-08T07:50:24+09:00,415,1
OI00023746,O00009417,M004,2,980,1960,served,2025-05-08T07:56:57+09:00,887,0
OI00023747,O00009417,M002,1,780,780,served,2025-05-08T07:55:21+09:00,791,0
OI00023748,O00009418,M002,1,780,780,served,2025-05-08T08:13:39+09:00,830,0
OI00023749,O00009418,M003,3,520,1560,served,2025-05-08T08:10:23+09:00,634,0
OI00023750,O00009418,M003,3,520,1560,served,2025-05-08T08:16:39+09:00,1010,0
OI00023751,O00009419,M001,3,680,2040,served,2025-05-08T09:02:03+09:00,1137,0
OI00023752,O00009419,M006,3,450,1350,served,2025-05-08T08:47:07+09:00,241,1
OI00023753,O00009419,M002,3,780,2340,served,2025-05-08T08:50:33+09:00,447,0
OI00023754,O00009420,M003,3,520,1560,served,2025-05-08T19:09:17+09:00,596,0
OI00023755,O00009420,M006,1,450,450,served,2025-05-08T19:03:37+09:00,256,1
OI00023756,O00009420,M002,2,780,1560,served,2025-05-08T19:07:04+09:00,463,0
OI00023757,O00009420,M004,2,980,1960,served,2025-05-08T19:06:56+09:00,455,0
OI00023758,O00009421,M001,2,680,1360,served,2025-05-08T19:23:02+09:00,1158,0
OI00023759,O00009422,M001,3,680,2040,served,2025-05-08T15:03:15+09:00,629,0
OI00023760,O00009422,M005,2,390,780,served,2025-05-08T15:04:59+09:00,733,1
OI00023761,O00009422,M002,1,780,780,served,2025-05-08T15:12:32+09:00,1186,0
OI00023762,O00009423,M002,1,780,780,served,2025-05-08T13:48:39+09:00,648,0
OI00023763,O00009424,M004,3,980,2940,served,2025-05-08T12:50:11+09:00,680,0
OI00023764,O00009424,M101,3,620,1860,served,2025-05-08T12:54:00+09:00,909,0
OI00023765,O00009425,M003,2,520,1040,served,2025-05-08T13:38:54+09:00,898,0
OI00023766,O00009426,M002,1,780,780,served,2025-05-08T14:01:36+09:00,660,0
OI00023767,O00009427,M101,3,620,1860,served,2025-05-08T07:24:41+09:00,1048,0
OI00023768,O00009428,M005,2,390,780,served,2025-05-08T07:32:57+09:00,499,1
OI00023769,O00009428,M003,3,520,1560,served,2025-05-08T07:35:23+09:00,645,0
OI00023770,O00009428,M001,2,680,1360,served,2025-05-08T07:41:16+09:00,998,0
OI00023771,O00009428,M002,1,780,780,served,2025-05-08T07:44:22+09:00,1184,0
OI00023772,O00009429,M004,1,980,980,served,2025-05-08T07:50:55+09:00,1008,0
OI00023773,O00009429,M003,3,520,1560,served,2025-05-08T07:53:26+09:00,1159,0
OI00023774,O00009430,M002,3,780,2340,served,2025-05-08T14:17:54+09:00,861,0
OI00023775,O00009430,M002,2,780,1560,served,2025-05-08T14:14:34+09:00,661,0
OI00023776,O00009431,M101,3,620,1860,served,2025-05-08T09:02:26+09:00,954,0
OI00023777,O00009431,M001,1,680,680,served,2025-05-08T08:56:08+09:00,576,0
OI00023778,O00009432,M002,3,780,2340,served,2025-05-08T09:07:56+09:00,1138,0
OI00023779,O00009433,M005,1,390,390,served,2025-05-08T09:27:06+09:00,1182,1
OI00023780,O00009434,M002,3,780,2340,served,2025-05-08T14:37:25+09:00,1095,0
OI00023781,O00009434,M006,2,450,900,served,2025-05-08T14:33:45+09:00,875,1
OI00023782,O00009435,M101,3,620,1860,served,2025-05-08T15:02:35+09:00,908,0
OI00023783,O00009435,M002,1,780,780,served,2025-05-08T15:03:59+09:00,992,0
OI00023784,O00009436,M005,2,390,780,served,2025-05-08T19:54:35+09:00,614,1
OI00023785,O00009437,M004,2,980,1960,served,2025-05-08T20:53:47+09:00,996,0
OI00023786,O00009438,M002,1,780,780,served,2025-05-09T09:57:38+09:00,1200,0
OI00023787,O00009439,M003,3,520,1560,served,2025-05-09T11:17:50+09:00,747,0
OI00023788,O00009439,M006,1,450,450,served,2025-05-09T11:23:22+09:00,1079,1
OI00023789,O00009439,M006,1,450,450,served,2025-05-09T11:13:00+09:00,457,1
OI00023790,O00009440,M001,2,680,1360,served,2025-05-09T17:44:43+09:00,459,0
OI00023791,O00009440,M006,3,450,1350,served,2025-05-09T17:51:43+09:00,879,1
OI00023792,O00009440,M004,2,980,1960,served,2025-05-09T17:42:37+09:00,333,0
OI00023793,O00009441,M001,1,680,680,served,2025-05-09T18:58:21+09:00,244,0
OI00023794,O00009441,M101,2,620,1240,served,2025-05-09T19:10:50+09:00,993,0
OI00023795,O00009441,M004,1,980,980,served,2025-05-09T19:12:16+09:00,1079,0
OI00023796,O00009442,M004,1,980,980,served,2025-05-09T15:55:52+09:00,630,0
OI00023797,O00009443,M101,2,620,1240,served,2025-05-09T16:18:15+09:00,1002,0
OI00023798,O00009443,M003,3,520,1560,served,2025-05-09T16:14:43+09:00,790,0
OI00023799,O00009443,M006,1,450,450,served,2025-05-09T16:17:14+09:00,941,1
OI00023800,O00009443,M005,2,390,780,served,2025-05-09T16:12:16+09:00,643,1
OI00023801,O00009444,M101,2,620,1240,served,2025-05-09T16:54:33+09:00,1187,0
OI00023802,O00009445,M003,2,520,1040,served,2025-05-09T14:48:51+09:00,458,0
OI00023803,O00009446,M101,2,620,1240,served,2025-05-09T16:21:20+09:00,754,0
OI00023804,O00009447,M002,2,780,1560,served,2025-05-09T13:15:07+09:00,668,0
OI00023805,O00009448,M006,1,450,450,served,2025-05-09T11:59:34+09:00,1148,1
OI00023806,O00009448,M101,1,620,620,served,2025-05-09T11:58:47+09:00,1101,0
OI00023807,O00009448,M004,1,980,980,served,2025-05-09T11:50:51+09:00,625,0
OI00023808,O00009448,M003,2,520,1040,served,2025-05-09T11:53:44+09:00,798,0
OI00023809,O00009449,M002,1,780,780,served,2025-05-09T11:58:48+09:00,502,0
OI00023810,O00009449,M006,2,450,900,served,2025-05-09T12:10:18+09:00,1192,1
OI00023811,O00009449,M001,2,680,1360,served,2025-05-09T12:02:48+09:00,742,0
OI00023812,O00009450,M101,2,620,1240,served,2025-05-09T18:13:23+09:00,956,0
OI00023813,O00009451,M002,3,780,2340,served,2025-05-09T18:31:43+09:00,744,0
OI00023814,O00009451,M003,3,520,1560,served,2025-05-09T18:23:23+09:00,244,0
OI00023815,O00009451,M002,3,780,2340,served,2025-05-09T18:30:46+09:00,687,0
OI00023816,O00009452,M101,2,620,1240,served,2025-05-09T17:31:21+09:00,257,0
OI00023817,O00009452,M001,3,680,2040,served,2025-05-09T17:32:36+09:00,332,0
OI00023818,O00009452,M006,2,450,900,served,2025-05-09T17:44:03+09:00,1019,1
OI00023819,O00009452,M004,1,980,980,served,2025-05-09T17:40:54+09:00,830,0
OI00023820,O00009453,M006,2,450,900,served,2025-05-09T17:46:25+09:00,492,1
OI00023821,O00009453,M001,3,680,2040,served,2025-05-09T17:56:11+09:00,1078,0
OI00023822,O00009453,M004,1,980,980,served,2025-05-09T17:53:01+09:00,888,0
OI00023823,O00009453,M004,2,980,1960,served,2025-05-09T17:44:00+09:00,347,0
OI00023824,O00009454,M101,2,620,1240,served,2025-05-09T10:37:54+09:00,445,0
OI00023825,O00009454,M003,3,520,1560,served,2025-05-09T10:48:54+09:00,1105,0
OI00023826,O00009454,M002,3,780,2340,served,2025-05-09T10:48:51+09:00,1102,0
OI00023827,O00009454,M006,3,450,1350,served,2025-05-09T10:43:37+09:00,788,1
OI00023828,O00009455,M003,2,520,1040,served,2025-05-09T11:16:40+09:00,691,0
OI00023829,O00009455,M004,1,980,980,served,2025-05-09T11:13:02+09:00,473,0
OI00023830,O00009455,M006,2,450,900,served,2025-05-09T11:20:33+09:00,924,1
OI00023831,O00009455,M004,2,980,1960,served,2025-05-09T11:14:00+09:00,531,0
OI00023832,O00009456,M001,2,680,1360,served,2025-05-09T07:35:36+09:00,818,0
OI00023833,O00009456,M005,3,390,1170,served,2025-05-09T07:37:31+09:00,933,1
OI00023834,O00009457,M101,1,620,620,served,2025-05-09T08:26:03+09:00,447,0
OI00023835,O00009458,M001,2,680,1360,served,2025-05-09T20:50:55+09:00,783,0
OI00023836,O00009458,M006,1,450,450,served,2025-05-09T20:44:45+09:00,413,1
OI00023837,O00009459,M003,1,520,520,served,2025-05-09T21:30:06+09:00,989,0
OI00023838,O00009459,M101,2,620,1240,served,2025-05-09T21:18:14+09:00,277,0
OI00023839,O00009459,M003,2,520,1040,served,2025-05-09T21:21:45+09:00,488,0
OI00023840,O00009460,M002,2,780,1560,served,2025-05-09T11:17:42+09:00,563,0
OI00023841,O00009461,M003,1,520,520,served,2025-05-09T11:42:10+09:00,680,0
OI00023842,O00009461,M101,1,620,620,served,2025-05-09T11:43:26+09:00,756,0
OI00023843,O00009462,M004,2,980,1960,served,2025-05-09T12:01:50+09:00,548,0
OI00023844,O00009463,M101,2,620,1240,served,2025-05-09T12:19:24+09:00,594,0
OI00023845,O00009463,M001,1,680,680,served,2025-05-09T12:19:14+09:00,584,0
OI00023846,O00009463,M002,2,780,1560,served,2025-05-09T12:23:29+09:00,839,0
OI00023847,O00009464,M005,2,390,780,served,2025-05-09T09:44:12+09:00,341,1
OI00023848,O00009464,M004,1,980,980,served,2025-05-09T09:56:12+09:00,1061,0
OI00023849,O00009464,M002,3,780,2340,served,2025-05-09T09:57:00+09:00,1109,0
OI00023850,O00009464,M006,2,450,900,served,2025-05-09T09:46:32+09:00,481,1
OI00023851,O00009465,M001,2,680,1360,served,2025-05-09T10:47:01+09:00,342,0
OI00023852,O00009466,M101,3,620,1860,served,2025-05-09T11:12:57+09:00,1170,0
OI00023853,O00009466,M003,2,520,1040,served,2025-05-09T11:05:58+09:00,751,0
OI00023854,O00009467,M005,2,390,780,served,2025-05-09T18:00:54+09:00,559,1
OI00023855,O00009467,M006,1,450,450,served,2025-05-09T18:09:39+09:00,1084,1
OI00023856,O00009468,M002,2,780,1560,served,2025-05-09T09:26:35+09:00,914,0
OI00023857,O00009468,M001,3,680,2040,served,2025-05-09T09:25:36+09:00,855,0
OI00023858,O00009468,M004,3,980,2940,served,2025-05-09T09:16:01+09:00,280,0
OI00023859,O00009469,M001,1,680,680,served,2025-05-09T09:55:18+09:00,1065,0
OI00023860,O00009469,M002,2,780,1560,served,2025-05-09T09:42:10+09:00,277,0
OI00023861,O00009469,M004,2,980,1960,served,2025-05-09T09:53:41+09:00,968,0
OI00023862,O00009470,M006,3,450,1350,served,2025-05-09T20:41:06+09:00,571,1
OI00023863,O00009470,M003,1,520,520,served,2025-05-09T20:38:13+09:00,398,0
OI00023864,O00009470,M005,3,390,1170,served,2025-05-09T20:45:34+09:00,839,1
OI00023865,O00009470,M005,3,390,1170,served,2025-05-09T20:37:45+09:00,370,1
OI00023866,O00009471,M004,2,980,1960,served,2025-05-09T22:13:58+09:00,622,0
OI00023867,O00009472,M002,2,780,1560,served,2025-05-09T22:22:18+09:00,430,0
OI00023868,O00009472,M002,3,780,2340,served,2025-05-09T22:33:01+09:00,1073,0
OI00023869,O00009472,M001,1,680,680,served,2025-05-09T22:29:27+09:00,859,0
OI00023870,O00009472,M101,2,620,1240,served,2025-05-09T22:34:03+09:00,1135,0
OI00023871,O00009473,M004,2,980,1960,served,2025-05-09T10:08:28+09:00,1124,0
OI00023872,O00009473,M004,3,980,2940,served,2025-05-09T09:57:29+09:00,465,0
OI00023873,O00009473,M003,2,520,1040,served,2025-05-09T10:05:58+09:00,974,0
OI00023874,O00009473,M005,1,390,390,served,2025-05-09T10:04:42+09:00,898,1
OI00023875,O00009474,M006,2,450,900,served,2025-05-09T10:23:37+09:00,625,1
OI00023876,O00009474,M002,1,780,780,served,2025-05-09T10:22:12+09:00,540,0
OI00023877,O00009475,M004,1,980,980,served,2025-05-09T10:39:42+09:00,634,0
OI00023878,O00009475,M101,3,620,1860,served,2025-05-09T10:37:36+09:00,508,0
OI00023879,O00009475,M004,1,980,980,served,2025-05-09T10:46:17+09:00,1029,0
OI00023880,O00009476,M101,1,620,620,served,2025-05-09T10:16:24+09:00,556,0
OI00023881,O00009476,M001,1,680,680,served,2025-05-09T10:14:47+09:00,459,0
OI00023882,O00009476,M006,2,450,900,served,2025-05-09T10:25:21+09:00,1093,1
OI00023883,O00009477,M005,3,390,1170,served,2025-05-09T10:31:32+09:00,832,1
OI00023884,O00009478,M005,3,390,1170,served,2025-05-09T17:22:34+09:00,1102,1
OI00023885,O00009478,M101,1,620,620,served,2025-05-09T17:10:11+09:00,359,0
OI00023886,O00009478,M002,1,780,780,served,2025-05-09T17:19:23+09:00,911,0
OI00023887,O00009479,M002,1,780,780,served,2025-05-09T18:25:19+09:00,581,0
OI00023888,O00009479,M004,1,980,980,served,2025-05-09T18:25:26+09:00,588,0
OI00023889,O00009480,M101,1,620,620,served,2025-05-09T11:13:57+09:00,243,0
OI00023890,O00009480,M101,3,620,1860,served,2025-05-09T11:29:12+09:00,1158,0
OI00023891,O00009480,M005,1,390,390,served,2025-05-09T11:20:36+09:00,642,1
OI00023892,O00009480,M005,2,390,780,served,2025-05-09T11:14:09+09:00,255,1
OI00023893,O00009481,M004,3,980,2940,served,2025-05-09T11:51:02+09:00,398,0
OI00023894,O00009481,M006,3,450,1350,served,2025-05-09T11:56:09+09:00,705,1
OI00023895,O00009482,M002,3,780,2340,served,2025-05-09T15:59:44+09:00,979,0
OI00023896,O00009482,M101,3,620,1860,served,2025-05-09T15:59:31+09:00,966,0
OI00023897,O00009483,M003,3,520,1560,served,2025-05-09T16:26:07+09:00,420,0
OI00023898,O00009483,M001,1,680,680,served,2025-05-09T16:28:49+09:00,582,0
OI00023899,O00009484,M003,3,520,1560,served,2025-05-09T17:01:06+09:00,1060,0
OI00023900,O00009485,M003,3,520,1560,served,2025-05-09T08:22:03+09:00,580,0
OI00023901,O00009485,M002,3,780,2340,served,2025-05-09T08:17:32+09:00,309,0
OI00023902,O00009486,M101,2,620,1240,served,2025-05-09T08:19:35+09:00,290,0
OI00023903,O00009486,M006,2,450,900,served,2025-05-09T08:27:16+09:00,751,1
OI00023904,O00009487,M001,2,680,1360,served,2025-05-09T11:40:18+09:00,560,0
OI00023905,O00009487,M002,3,780,2340,served,2025-05-09T11:42:44+09:00,706,0
OI00023906,O00009487,M001,3,680,2040,served,2025-05-09T11:49:09+09:00,1091,0
OI00023907,O00009487,M101,1,620,620,served,2025-05-09T11:48:38+09:00,1060,0
OI00023908,O00009488,M006,3,450,1350,served,2025-05-09T18:14:12+09:00,607,1
OI00023909,O00009488,M003,1,520,520,served,2025-05-09T18:22:59+09:00,1134,0
OI00023910,O00009489,M001,1,680,680,served,2025-05-09T13:43:15+09:00,1139,0
OI00023911,O00009489,M004,1,980,980,served,2025-05-09T13:38:57+09:00,881,0
OI00023912,O00009490,M001,2,680,1360,served,2025-05-09T13:50:48+09:00,733,0
OI00023913,O00009490,M005,3,390,1170,served,2025-05-09T13:53:41+09:00,906,1
OI00023914,O00009490,M001,2,680,1360,served,2025-05-09T13:43:59+09:00,324,0
OI00023915,O00009490,M006,3,450,1350,served,2025-05-09T13:49:17+09:00,642,1
OI00023916,O00009491,M006,1,450,450,served,2025-05-09T10:29:36+09:00,973,1
OI00023917,O00009491,M006,3,450,1350,served,2025-05-09T10:32:25+09:00,1142,1
OI00023918,O00009491,M006,2,450,900,served,2025-05-09T10:23:02+09:00,579,1
OI00023919,O00009492,M001,3,680,2040,served,2025-05-09T10:28:55+09:00,872,0
OI00023920,O00009492,M005,2,390,780,served,2025-05-09T10:34:11+09:00,1188,1
OI00023921,O00009492,M006,2,450,900,served,2025-05-09T10:23:46+09:00,563,1
OI00023922,O00009493,M003,3,520,1560,served,2025-05-09T11:07:05+09:00,691,0
OI00023923,O00009494,M005,3,390,1170,served,2025-05-09T14:44:36+09:00,437,1
OI00023924,O00009495,M101,2,620,1240,served,2025-05-09T15:38:41+09:00,767,0
OI00023925,O00009495,M101,3,620,1860,served,2025-05-09T15:33:57+09:00,483,0
OI00023926,O00009496,M101,1,620,620,served,2025-05-09T11:41:33+09:00,1079,0
OI00023927,O00009496,M005,1,390,390,served,2025-05-09T11:27:53+09:00,259,1
OI00023928,O00009497,M005,3,390,1170,served,2025-05-09T11:43:59+09:00,914,1
OI00023929,O00009497,M005,2,390,780,served,2025-05-09T11:34:10+09:00,325,1
OI00023930,O00009497,M001,2,680,1360,served,2025-05-09T11:40:21+09:00,696,0
OI00023931,O00009497,M101,2,620,1240,served,2025-05-09T11:41:46+09:00,781,0
OI00023932,O00009498,M002,1,780,780,served,2025-05-09T12:57:18+09:00,1073,0
OI00023933,O00009498,M101,1,620,620,served,2025-05-09T12:50:30+09:00,665,0
OI00023934,O00009499,M003,2,520,1040,served,2025-05-09T14:28:26+09:00,910,0
OI00023935,O00009500,M002,2,780,1560,served,2025-05-09T14:52:36+09:00,582,0
OI00023936,O00009500,M101,3,620,1860,served,2025-05-09T14:54:31+09:00,697,0
OI00023937,O00009500,M004,2,980,1960,served,2025-05-09T14:52:36+09:00,582,0
