visit_id,store_id,table_id,seated_at,left_at,adult_cnt,child_cnt,visit_date,day_of_week,time_slot
V00006225,S001,T16,2025-06-19T10:55:07+09:00,2025-06-19T12:39:07+09:00,4,1,2025-06-19,3,morning
V00006226,S001,T08,2025-06-19T11:38:50+09:00,2025-06-19T12:27:50+09:00,4,2,2025-06-19,3,lunch
V00006227,S001,T17,2025-06-19T18:22:41+09:00,2025-06-19T20:09:41+09:00,2,1,2025-06-19,3,evening
V00006228,S002,T13,2025-06-19T08:05:00+09:00,2025-06-19T09:14:00+09:00,2,1,2025-06-19,3,morning
V00006229,S002,T19,2025-06-19T19:03:35+09:00,2025-06-19T20:23:35+09:00,3,2,2025-06-19,3,evening
V00006230,S002,T19,2025-06-19T19:16:33+09:00,2025-06-19T20:35:33+09:00,1,2,2025-06-19,3,evening
V00006231,S002,T01,2025-06-19T19:12:16+09:00,2025-06-19T20:14:16+09:00,1,1,2025-06-19,3,evening
V00006232,S002,T22,2025-06-19T20:14:59+09:00,2025-06-19T21:52:59+09:00,2,0,2025-06-19,3,evening
V00006233,S002,T13,2025-06-19T15:44:06+09:00,2025-06-19T17:26:06+09:00,2,2,2025-06-19,3,afternoon
V00006234,S002,T06,2025-06-19T20:27:26+09:00,2025-06-19T22:17:26+09:00,3,2,2025-06-19,3,evening
V00006235,S002,T17,2025-06-19T10:01:21+09:00,2025-06-19T10:57:21+09:00,3,0,2025-06-19,3,morning
V00006236,S002,T18,2025-06-19T08:46:03+09:00,2025-06-19T09:24:03+09:00,3,2,2025-06-19,3,morning
V00006237,S003,T07,2025-06-19T18:09:36+09:00,2025-06-19T19:59:36+09:00,2,0,2025-06-19,3,evening
V00006238,S003,T28,2025-06-19T12:17:31+09:00,2025-06-19T13:12:31+09:00,2,0,2025-06-19,3,lunch
V00006239,S003,T30,2025-06-19T13:29:39+09:00,2025-06-19T14:57:39+09:00,4,0,2025-06-19,3,lunch
V00006240,S003,T08,2025-06-19T08:21:18+09:00,2025-06-19T09:00:18+09:00,2,1,2025-06-19,3,morning
V00006241,S003,T04,2025-06-19T08:10:56+09:00,2025-06-19T09:40:56+09:00,3,2,2025-06-19,3,morning
V00006242,S003,T16,2025-06-19T21:26:40+09:00,2025-06-19T22:44:40+09:00,4,1,2025-06-19,3,evening
V00006243,S003,T30,2025-06-19T07:20:41+09:00,2025-06-19T08:05:41+09:00,4,0,2025-06-19,3,morning
V00006244,S003,T12,2025-06-19T10:32:42+09:00,2025-06-19T12:10:42+09:00,3,0,2025-06-19,3,morning
V00006245,S001,T25,2025-06-20T18:49:08+09:00,2025-06-20T20:13:08+09:00,4,0,2025-06-20,4,evening
V00006246,S001,T19,2025-06-20T13:16:44+09:00,2025-06-20T14:55:44+09:00,2,2,2025-06-20,4,lunch
V00006247,S001,T24,2025-06-20T08:30:50+09:00,2025-06-20T09:19:50+09:00,3,2,2025-06-20,4,morning
V00006248,S001,T16,2025-06-20T14:50:52+09:00,2025-06-20T15:41:52+09:00,1,2,2025-06-20,4,lunch
V00006249,S001,T14,2025-06-20T17:45:38+09:00,2025-06-20T19:26:38+09:00,3,0,2025-06-20,4,afternoon
V00006250,S001,T12,2025-06-20T11:46:05+09:00,2025-06-20T12:50:05+09:00,4,1,2025-06-20,4,lunch
V00006251,S001,T04,2025-06-20T11:03:35+09:00,2025-06-20T12:22:35+09:00,4,1,2025-06-20,4,lunch
V00006252,S001,T16,2025-06-20T10:02:09+09:00,2025-06-20T11:18:09+09:00,1,1,2025-06-20,4,morning
V00006253,S001,T23,2025-06-20T07:35:10+09:00,2025-06-20T09:32:10+09:00,1,0,2025-06-20,4,morning
V00006254,S001,T15,2025-06-20T19:40:22+09:00,2025-06-20T21:16:22+09:00,1,2,2025-06-20,4,evening
V00006255,S001,T02,2025-06-20T19:30:34+09:00,2025-06-20T20:08:34+09:00,4,0,2025-06-20,4,evening
V00006256,S001,T30,2025-06-20T08:12:10+09:00,2025-06-20T09:07:10+09:00,3,1,2025-06-20,4,morning
V00006257,S001,T16,2025-06-20T19:49:40+09:00,2025-06-20T20:27:40+09:00,1,0,2025-06-20,4,evening
V00006258,S001,T13,2025-06-20T15:00:12+09:00,2025-06-20T15:42:12+09:00,1,2,2025-06-20,4,afternoon
V00006259,S001,T13,2025-06-20T10:21:04+09:00,2025-06-20T11:02:04+09:00,4,0,2025-06-20,4,morning
V00006260,S002,T06,2025-06-20T21:17:23+09:00,2025-06-20T23:00:00+09:00,3,0,2025-06-20,4,evening
V00006261,S002,T02,2025-06-20T21:20:08+09:00,2025-06-20T22:44:08+09:00,1,2,2025-06-20,4,evening
V00006262,S002,T27,2025-06-20T12:58:57+09:00,2025-06-20T13:39:57+09:00,2,1,2025-06-20,4,lunch
V00006263,S002,T20,2025-06-20T10:31:10+09:00,2025-06-20T12:24:10+09:00,1,2,2025-06-20,4,morning
V00006264,S002,T05,2025-06-20T18:39:26+09:00,2025-06-20T19:57:26+09:00,4,1,2025-06-20,4,evening
V00006265,S002,T07,2025-06-20T12:46:37+09:00,2025-06-20T14:42:37+09:00,2,2,2025-06-20,4,lunch
V00006266,S002,T29,2025-06-20T10:32:02+09:00,2025-06-20T12:05:02+09:00,2,1,2025-06-20,4,morning
V00006267,S002,T08,2025-06-20T12:29:43+09:00,2025-06-20T13:26:43+09:00,4,1,2025-06-20,4,lunch
V00006268,S002,T01,2025-06-20T20:14:46+09:00,2025-06-20T21:01:46+09:00,3,0,2025-06-20,4,evening
V00006269,S002,T03,2025-06-20T20:11:10+09:00,2025-06-20T21:30:10+09:00,2,2,2025-06-20,4,evening
V00006270,S002,T17,2025-06-20T08:22:34+09:00,2025-06-20T09:26:34+09:00,4,2,2025-06-20,4,morning
V00006271,S003,T30,2025-06-20T11:58:58+09:00,2025-06-20T12:58:58+09:00,3,1,2025-06-20,4,lunch
V00006272,S003,T03,2025-06-20T17:12:09+09:00,2025-06-20T18:45:09+09:00,1,1,2025-06-20,4,afternoon
V00006273,S003,T01,2025-06-20T20:11:51+09:00,2025-06-20T20:51:51+09:00,4,1,2025-06-20,4,evening
V00006274,S003,T26,2025-06-20T09:00:19+09:00,2025-06-20T10:04:19+09:00,2,0,2025-06-20,4,morning
V00006275,S003,T11,2025-06-20T18:03:43+09:00,2025-06-20T19:50:43+09:00,3,0,2025-06-20,4,evening
V00006276,S003,T15,2025-06-20T13:01:34+09:00,2025-06-20T13:37:34+09:00,3,0,2025-06-20,4,lunch
V00006277,S003,T07,2025-06-20T12:07:57+09:00,2025-06-20T13:05:57+09:00,3,1,2025-06-20,4,lunch
V00006278,S003,T13,2025-06-20T19:57:35+09:00,2025-06-20T20:37:35+09:00,3,1,2025-06-20,4,evening
V00006279,S001,T19,2025-06-21T12:15:22+09:00,2025-06-21T13:23:22+09:00,1,1,2025-06-21,5,lunch
V00006280,S001,T17,2025-06-21T11:43:20+09:00,2025-06-21T13:16:20+09:00,4,1,2025-06-21,5,lunch
V00006281,S001,T11,2025-06-21T14:51:36+09:00,2025-06-21T16:50:36+09:00,2,2,2025-06-21,5,lunch
V00006282,S001,T23,2025-06-21T17:29:54+09:00,2025-06-21T18:09:54+09:00,3,1,2025-06-21,5,afternoon
V00006283,S001,T03,2025-06-21T09:19:48+09:00,2025-06-21T10:23:48+09:00,1,1,2025-06-21,5,morning
V00006284,S001,T01,2025-06-21T12:17:55+09:00,2025-06-21T13:57:55+09:00,3,2,2025-06-21,5,lunch
V00006285,S001,T28,2025-06-21T14:48:50+09:00,2025-06-21T15:23:50+09:00,3,2,2025-06-21,5,lunch
V00006286,S001,T10,2025-06-21T12:46:01+09:00,2025-06-21T13:29:01+09:00,3,1,2025-06-21,5,lunch
V00006287,S002,T11,2025-06-21T08:13:11+09:00,2025-06-21T09:12:11+09:00,3,2,2025-06-21,5,morning
V00006288,S002,T04,2025-06-21T07:30:42+09:00,2025-06-21T08:06:42+09:00,4,2,2025-06-21,5,morning
V00006289,S002,T18,2025-06-21T12:03:52+09:00,2025-06-21T13:39:52+09:00,1,0,2025-06-21,5,lunch
V00006290,S002,T19,2025-06-21T20:54:38+09:00,2025-06-21T21:54:38+09:00,2,1,2025-06-21,5,evening
V00006291,S002,T29,2025-06-21T16:42:35+09:00,2025-06-21T18:22:35+09:00,2,0,2025-06-21,5,afternoon
V00006292,S002,T14,2025-06-21T16:41:35+09:00,2025-06-21T18:22:35+09:00,1,1,2025-06-21,5,afternoon
V00006293,S002,T11,2025-06-21T18:48:33+09:00,2025-06-21T20:35:33+09:00,1,1,2025-06-21,5,evening
V00006294,S002,T09,2025-06-21T14:42:27+09:00,2025-06-21T16:39:27+09:00,4,0,2025-06-21,5,lunch
V00006295,S003,T23,2025-06-21T09:24:24+09:00,2025-06-21T11:10:24+09:00,1,2,2025-06-21,5,morning
V00006296,S003,T05,2025-06-21T12:19:40+09:00,2025-06-21T13:55:40+09:00,1,0,2025-06-21,5,lunch
V00006297,S003,T01,2025-06-21T20:52:53+09:00,2025-06-21T22:52:53+09:00,3,0,2025-06-21,5,evening
V00006298,S003,T29,2025-06-21T11:41:51+09:00,2025-06-21T12:42:51+09:00,3,0,2025-06-21,5,lunch
V00006299,S003,T17,2025-06-21T15:36:12+09:00,2025-06-21T16:52:12+09:00,4,0,2025-06-21,5,afternoon
V00006300,S003,T21,2025-06-21T20:55:22+09:00,2025-06-21T22:15:22+09:00,3,1,2025-06-21,5,evening
V00006301,S003,T13,2025-06-21T17:53:06+09:00,2025-06-21T19:13:06+09:00,2,0,2025-06-21,5,afternoon
V00006302,S003,T19,2025-06-21T10:25:30+09:00,2025-06-21T12:07:30+09:00,1,0,2025-06-21,5,morning
V00006303,S003,T04,2025-06-21T07:04:39+09:00,2025-06-21T08:00:39+09:00,2,0,2025-06-21,5,morning
V00006304,S003,T10,2025-06-21T20:24:31+09:00,2025-06-21T22:04:31+09:00,4,0,2025-06-21,5,evening
V00006305,S003,T04,2025-06-21T08:57:29+09:00,2025-06-21T10:45:29+09:00,4,0,2025-06-21,5,morning
V00006306,S003,T18,2025-06-21T08:30:41+09:00,2025-06-21T10:30:41+09:00,3,1,2025-06-21,5,morning
V00006307,S003,T29,2025-06-21T09:15:05+09:00,2025-06-21T10:24:05+09:00,4,0,2025-06-21,5,morning
V00006308,S003,T19,2025-06-21T20:57:19+09:00,2025-06-21T22:30:19+09:00,3,2,2025-06-21,5,evening
V00006309,S001,T28,2025-06-22T13:04:58+09:00,2025-06-22T14:29:58+09:00,2,0,2025-06-22,6,lunch
V00006310,S001,T06,2025-06-22T09:59:10+09:00,2025-06-22T10:53:10+09:00,1,0,2025-06-22,6,morning
V00006311,S001,T13,2025-06-22T17:41:28+09:00,2025-06-22T18:48:28+09:00,1,2,2025-06-22,6,afternoon
V00006312,S001,T22,2025-06-22T11:38:52+09:00,2025-06-22T12:20:52+09:00,4,2,2025-06-22,6,lunch
V00006313,S001,T23,2025-06-22T09:00:54+09:00,2025-06-22T10:03:54+09:00,1,1,2025-06-22,6,morning
V00006314,S001,T16,2025-06-22T08:39:26+09:00,2025-06-22T10:25:26+09:00,1,0,2025-06-22,6,morning
V00006315,S001,T09,2025-06-22T17:16:17+09:00,2025-06-22T18:48:17+09:00,3,1,2025-06-22,6,afternoon
V00006316,S001,T20,2025-06-22T20:51:13+09:00,2025-06-22T22:14:13+09:00,2,2,2025-06-22,6,evening
V00006317,S002,T18,2025-06-22T08:35:34+09:00,2025-06-22T10:09:34+09:00,4,0,2025-06-22,6,morning
V00006318,S002,T15,2025-06-22T15:01:16+09:00,2025-06-22T15:52:16+09:00,3,2,2025-06-22,6,afternoon
V00006319,S002,T01,2025-06-22T08:09:31+09:00,2025-06-22T08:57:31+09:00,3,1,2025-06-22,6,morning
V00006320,S002,T04,2025-06-22T19:55:09+09:00,2025-06-22T20:52:09+09:00,2,0,2025-06-22,6,evening
V00006321,S002,T26,2025-06-22T12:55:12+09:00,2025-06-22T14:47:12+09:00,4,1,2025-06-22,6,lunch
V00006322,S002,T27,2025-06-22T18:16:04+09:00,2025-06-22T19:52:04+09:00,2,0,2025-06-22,6,evening
V00006323,S002,T26,2025-06-22T11:34:11+09:00,2025-06-22T12:59:11+09:00,3,1,2025-06-22,6,lunch
V00006324,S002,T26,2025-06-22T11:12:40+09:00,2025-06-22T12:51:40+09:00,4,2,2025-06-22,6,lunch
V00006325,S002,T27,2025-06-22T15:37:09+09:00,2025-06-22T17:09:09+09:00,4,1,2025-06-22,6,afternoon
V00006326,S002,T30,2025-06-22T20:08:23+09:00,2025-06-22T22:05:23+09:00,3,2,2025-06-22,6,evening
V00006327,S002,T19,2025-06-22T18:42:01+09:00,2025-06-22T20:17:01+09:00,1,0,2025-06-22,6,evening
V00006328,S002,T05,2025-06-22T20:37:32+09:00,2025-06-22T22:22:32+09:00,3,2,2025-06-22,6,evening
V00006329,S002,T30,2025-06-22T07:19:01+09:00,2025-06-22T08:16:01+09:00,1,2,2025-06-22,6,morning
V00006330,S003,T08,2025-06-22T13:24:10+09:00,2025-06-22T14:10:10+09:00,3,0,2025-06-22,6,lunch
V00006331,S003,T16,2025-06-22T12:10:43+09:00,2025-06-22T12:59:43+09:00,1,2,2025-06-22,6,lunch
V00006332,S003,T07,2025-06-22T12:29:02+09:00,2025-06-22T14:16:02+09:00,3,0,2025-06-22,6,lunch
V00006333,S003,T04,2025-06-22T16:43:59+09:00,2025-06-22T17:35:59+09:00,3,0,2025-06-22,6,afternoon
V00006334,S003,T20,2025-06-22T12:13:18+09:00,2025-06-22T13:25:18+09:00,1,2,2025-06-22,6,lunch
V00006335,S003,T09,2025-06-22T08:16:14+09:00,2025-06-22T09:46:14+09:00,1,2,2025-06-22,6,morning
V00006336,S003,T09,2025-06-22T10:50:43+09:00,2025-06-22T12:10:43+09:00,2,1,2025-06-22,6,morning
V00006337,S003,T21,2025-06-22T09:44:13+09:00,2025-06-22T11:16:13+09:00,3,0,2025-06-22,6,morning
V00006338,S003,T08,2025-06-22T08:20:20+09:00,2025-06-22T09:07:20+09:00,3,2,2025-06-22,6,morning
V00006339,S003,T07,2025-06-22T15:52:12+09:00,2025-06-22T16:59:12+09:00,1,2,2025-06-22,6,afternoon
V00006340,S003,T13,2025-06-22T11:27:32+09:00,2025-06-22T13:21:32+09:00,4,2,2025-06-22,6,lunch
V00006341,S003,T06,2025-06-22T16:18:07+09:00,2025-06-22T17:10:07+09:00,2,2,2025-06-22,6,afternoon
V00006342,S003,T09,2025-06-22T17:29:25+09:00,2025-06-22T18:53:25+09:00,1,0,2025-06-22,6,afternoon
V00006343,S003,T17,2025-06-22T18:55:40+09:00,2025-06-22T20:30:40+09:00,2,0,2025-06-22,6,evening
V00006344,S003,T07,2025-06-22T19:44:52+09:00,2025-06-22T20:29:52+09:00,1,0,2025-06-22,6,evening
V00006345,S003,T25,2025-06-22T11:26:52+09:00,2025-06-22T12:03:52+09:00,4,2,2025-06-22,6,lunch
V00006346,S001,T29,2025-06-23T14:10:46+09:00,2025-06-23T15:55:46+09:00,3,0,2025-06-23,0,lunch
V00006347,S001,T19,2025-06-23T18:17:24+09:00,2025-06-23T19:01:24+09:00,4,0,2025-06-23,0,evening
V00006348,S001,T17,2025-06-23T13:51:51+09:00,2025-06-23T14:56:51+09:00,4,1,2025-06-23,0,lunch
V00006349,S001,T12,2025-06-23T10:47:49+09:00,2025-06-23T12:08:49+09:00,2,1,2025-06-23,0,morning
V00006350,S001,T27,2025-06-23T14:10:51+09:00,2025-06-23T15:06:51+09:00,4,0,2025-06-23,0,lunch
V00006351,S001,T06,2025-06-23T21:12:59+09:00,2025-06-23T22:56:59+09:00,3,2,2025-06-23,0,evening
V00006352,S001,T19,2025-06-23T18:36:54+09:00,2025-06-23T20:07:54+09:00,2,2,2025-06-23,0,evening
V00006353,S001,T04,2025-06-23T07:34:19+09:00,2025-06-23T08:14:19+09:00,2,1,2025-06-23,0,morning
V00006354,S001,T15,2025-06-23T20:56:02+09:00,2025-06-23T22:25:02+09:00,1,2,2025-06-23,0,evening
V00006355,S001,T09,2025-06-23T11:08:26+09:00,2025-06-23T13:03:26+09:00,3,1,2025-06-23,0,lunch
V00006356,S001,T26,2025-06-23T13:54:33+09:00,2025-06-23T14:47:33+09:00,4,2,2025-06-23,0,lunch
V00006357,S001,T11,2025-06-23T21:07:01+09:00,2025-06-23T22:16:01+09:00,3,0,2025-06-23,0,evening
V00006358,S001,T27,2025-06-23T19:25:55+09:00,2025-06-23T20:55:55+09:00,3,1,2025-06-23,0,evening
V00006359,S002,T16,2025-06-23T15:44:20+09:00,2025-06-23T16:47:20+09:00,3,2,2025-06-23,0,afternoon
V00006360,S002,T13,2025-06-23T09:26:08+09:00,2025-06-23T10:25:08+09:00,3,2,2025-06-23,0,morning
V00006361,S002,T22,2025-06-23T20:39:06+09:00,2025-06-23T21:45:06+09:00,4,1,2025-06-23,0,evening
V00006362,S002,T03,2025-06-23T17:34:00+09:00,2025-06-23T19:15:00+09:00,2,1,2025-06-23,0,afternoon
V00006363,S002,T05,2025-06-23T14:40:21+09:00,2025-06-23T16:09:21+09:00,4,2,2025-06-23,0,lunch
V00006364,S002,T02,2025-06-23T19:56:15+09:00,2025-06-23T21:47:15+09:00,3,2,2025-06-23,0,evening
V00006365,S002,T08,2025-06-23T18:39:43+09:00,2025-06-23T20:36:43+09:00,2,2,2025-06-23,0,evening
V00006366,S002,T28,2025-06-23T16:22:33+09:00,2025-06-23T17:04:33+09:00,4,0,2025-06-23,0,afternoon
V00006367,S002,T13,2025-06-23T16:26:02+09:00,2025-06-23T17:40:02+09:00,2,1,2025-06-23,0,afternoon
V00006368,S003,T09,2025-06-23T18:12:56+09:00,2025-06-23T19:24:56+09:00,3,1,2025-06-23,0,evening
V00006369,S003,T24,2025-06-23T14:43:02+09:00,2025-06-23T16:18:02+09:00,2,2,2025-06-23,0,lunch
V00006370,S003,T17,2025-06-23T10:24:58+09:00,2025-06-23T11:15:58+09:00,1,0,2025-06-23,0,morning
V00006371,S003,T02,2025-06-23T15:42:55+09:00,2025-06-23T16:23:55+09:00,4,0,2025-06-23,0,afternoon
V00006372,S003,T24,2025-06-23T17:34:44+09:00,2025-06-23T18:32:44+09:00,3,0,2025-06-23,0,afternoon
V00006373,S003,T06,2025-06-23T11:26:55+09:00,2025-06-23T12:43:55+09:00,1,0,2025-06-23,0,lunch
V00006374,S003,T26,2025-06-23T12:04:01+09:00,2025-06-23T13:47:01+09:00,3,1,2025-06-23,0,lunch
V00006375,S003,T27,2025-06-23T16:46:09+09:00,2025-06-23T18:26:09+09:00,1,0,2025-06-23,0,afternoon
V00006376,S003,T17,2025-06-23T13:46:01+09:00,2025-06-23T14:28:01+09:00,2,1,2025-06-23,0,lunch
V00006377,S003,T29,2025-06-23T15:32:32+09:00,2025-06-23T16:35:32+09:00,2,2,2025-06-23,0,afternoon
V00006378,S003,T01,2025-06-23T20:58:15+09:00,2025-06-23T21:43:15+09:00,1,0,2025-06-23,0,evening
V00006379,S003,T30,2025-06-23T19:43:57+09:00,2025-06-23T20:36:57+09:00,1,2,2025-06-23,0,evening
V00006380,S003,T22,2025-06-23T17:38:41+09:00,2025-06-23T19:28:41+09:00,2,0,2025-06-23,0,afternoon
V00006381,S001,T07,2025-06-24T12:01:26+09:00,2025-06-24T13:00:26+09:00,4,2,2025-06-24,1,lunch
V00006382,S001,T25,2025-06-24T10:20:46+09:00,2025-06-24T11:57:46+09:00,3,2,2025-06-24,1,morning
V00006383,S001,T22,2025-06-24T18:53:59+09:00,2025-06-24T20:24:59+09:00,3,1,2025-06-24,1,evening
V00006384,S001,T02,2025-06-24T16:58:05+09:00,2025-06-24T18:40:05+09:00,3,1,2025-06-24,1,afternoon
V00006385,S001,T25,2025-06-24T18:14:16+09:00,2025-06-24T19:48:16+09:00,2,2,2025-06-24,1,evening
V00006386,S001,T13,2025-06-24T08:41:58+09:00,2025-06-24T10:22:58+09:00,1,0,2025-06-24,1,morning
V00006387,S001,T15,2025-06-24T07:18:22+09:00,2025-06-24T08:57:22+09:00,2,1,2025-06-24,1,morning
V00006388,S001,T29,2025-06-24T17:11:10+09:00,2025-06-24T18:32:10+09:00,2,0,2025-06-24,1,afternoon
V00006389,S001,T05,2025-06-24T15:13:58+09:00,2025-06-24T16:27:58+09:00,1,0,2025-06-24,1,afternoon
V00006390,S001,T16,2025-06-24T10:17:28+09:00,2025-06-24T11:59:28+09:00,4,1,2025-06-24,1,morning
V00006391,S001,T24,2025-06-24T20:34:59+09:00,2025-06-24T21:56:59+09:00,2,1,2025-06-24,1,evening
V00006392,S001,T06,2025-06-24T08:15:33+09:00,2025-06-24T09:21:33+09:00,2,0,2025-06-24,1,morning
V00006393,S001,T02,2025-06-24T13:06:25+09:00,2025-06-24T14:36:25+09:00,1,0,2025-06-24,1,lunch
V00006394,S001,T20,2025-06-24T18:11:25+09:00,2025-06-24T20:03:25+09:00,3,0,2025-06-24,1,evening
V00006395,S001,T28,2025-06-24T09:49:18+09:00,2025-06-24T11:23:18+09:00,3,0,2025-06-24,1,morning
V00006396,S002,T23,2025-06-24T10:56:10+09:00,2025-06-24T11:56:10+09:00,4,1,2025-06-24,1,morning
V00006397,S002,T19,2025-06-24T10:08:21+09:00,2025-06-24T11:25:21+09:00,1,1,2025-06-24,1,morning
V00006398,S002,T19,2025-06-24T16:36:22+09:00,2025-06-24T17:30:22+09:00,1,0,2025-06-24,1,afternoon
V00006399,S002,T22,2025-06-24T13:45:15+09:00,2025-06-24T14:51:15+09:00,1,1,2025-06-24,1,lunch
V00006400,S002,T15,2025-06-24T13:12:53+09:00,2025-06-24T14:42:53+09:00,4,0,2025-06-24,1,lunch
V00006401,S002,T02,2025-06-24T11:24:07+09:00,2025-06-24T12:52:07+09:00,3,1,2025-06-24,1,lunch
V00006402,S002,T07,2025-06-24T20:39:16+09:00,2025-06-24T21:48:16+09:00,2,0,2025-06-24,1,evening
V00006403,S002,T02,2025-06-24T08:16:57+09:00,2025-06-24T09:37:57+09:00,2,0,2025-06-24,1,morning
V00006404,S002,T19,2025-06-24T16:09:53+09:00,2025-06-24T17:46:53+09:00,4,2,2025-06-24,1,afternoon
V00006405,S002,T16,2025-06-24T19:49:45+09:00,2025-06-24T21:30:45+09:00,1,0,2025-06-24,1,evening
V00006406,S002,T16,2025-06-24T08:24:51+09:00,2025-06-24T10:11:51+09:00,3,2,2025-06-24,1,morning
V00006407,S003,T08,2025-06-24T07:05:30+09:00,2025-06-24T07:44:30+09:00,1,0,2025-06-24,1,morning
V00006408,S003,T25,2025-06-24T19:56:06+09:00,2025-06-24T21:50:06+09:00,1,1,2025-06-24,1,evening
V00006409,S003,T30,2025-06-24T18:36:15+09:00,2025-06-24T20:17:15+09:00,2,1,2025-06-24,1,evening
V00006410,S003,T27,2025-06-24T13:42:00+09:00,2025-06-24T15:20:00+09:00,4,0,2025-06-24,1,lunch
V00006411,S003,T21,2025-06-24T12:09:40+09:00,2025-06-24T13:34:40+09:00,1,0,2025-06-24,1,lunch
V00006412,S003,T07,2025-06-24T20:41:38+09:00,2025-06-24T21:44:38+09:00,2,0,2025-06-24,1,evening
V00006413,S003,T22,2025-06-24T12:58:08+09:00,2025-06-24T13:40:08+09:00,2,2,2025-06-24,1,lunch
V00006414,S003,T03,2025-06-24T08:13:07+09:00,2025-06-24T08:57:07+09:00,1,1,2025-06-24,1,morning
V00006415,S003,T19,2025-06-24T13:23:28+09:00,2025-06-24T15:12:28+09:00,2,2,2025-06-24,1,lunch
V00006416,S003,T17,2025-06-24T15:46:43+09:00,2025-06-24T17:23:43+09:00,3,0,2025-06-24,1,afternoon
V00006417,S001,T17,2025-06-25T16:43:53+09:00,2025-06-25T17:39:53+09:00,3,0,2025-06-25,2,afternoon
V00006418,S001,T29,2025-06-25T11:44:22+09:00,2025-06-25T12:28:22+09:00,3,1,2025-06-25,2,lunch
V00006419,S001,T26,2025-06-25T10:46:10+09:00,2025-06-25T12:20:10+09:00,3,1,2025-06-25,2,morning
V00006420,S001,T01,2025-06-25T18:26:16+09:00,2025-06-25T19:56:16+09:00,3,0,2025-06-25,2,evening
V00006421,S001,T25,2025-06-25T18:12:54+09:00,2025-06-25T18:57:54+09:00,3,2,2025-06-25,2,evening
V00006422,S001,T21,2025-06-25T08:07:04+09:00,2025-06-25T09:04:04+09:00,1,0,2025-06-25,2,morning
V00006423,S001,T08,2025-06-25T20:22:18+09:00,2025-06-25T21:43:18+09:00,2,0,2025-06-25,2,evening
V00006424,S001,T10,2025-06-25T20:03:13+09:00,2025-06-25T21:14:13+09:00,2,2,2025-06-25,2,evening
V00006425,S001,T26,2025-06-25T17:12:16+09:00,2025-06-25T18:03:16+09:00,4,2,2025-06-25,2,afternoon
V00006426,S002,T10,2025-06-25T09:34:53+09:00,2025-06-25T10:14:53+09:00,4,1,2025-06-25,2,morning
V00006427,S002,T11,2025-06-25T07:58:56+09:00,2025-06-25T09:01:56+09:00,3,1,2025-06-25,2,morning
V00006428,S002,T13,2025-06-25T13:29:54+09:00,2025-06-25T14:51:54+09:00,1,0,2025-06-25,2,lunch
V00006429,S002,T10,2025-06-25T18:16:36+09:00,2025-06-25T19:23:36+09:00,4,2,2025-06-25,2,evening
V00006430,S002,T22,2025-06-25T11:52:02+09:00,2025-06-25T13:28:02+09:00,1,1,2025-06-25,2,lunch
V00006431,S002,T27,2025-06-25T18:49:28+09:00,2025-06-25T20:23:28+09:00,4,2,2025-06-25,2,evening
V00006432,S002,T08,2025-06-25T12:15:38+09:00,2025-06-25T12:59:38+09:00,4,2,2025-06-25,2,lunch
V00006433,S002,T11,2025-06-25T17:38:16+09:00,2025-06-25T18:24:16+09:00,4,0,2025-06-25,2,afternoon
V00006434,S002,T30,2025-06-25T20:41:06+09:00,2025-06-25T22:36:06+09:00,1,1,2025-06-25,2,evening
V00006435,S003,T30,2025-06-25T18:21:40+09:00,2025-06-25T19:54:40+09:00,3,0,2025-06-25,2,evening
V00006436,S003,T11,2025-06-25T09:58:37+09:00,2025-06-25T11:29:37+09:00,2,1,2025-06-25,2,morning
V00006437,S003,T29,2025-06-25T10:13:52+09:00,2025-06-25T11:00:52+09:00,4,1,2025-06-25,2,morning
V00006438,S003,T30,2025-06-25T12:40:56+09:00,2025-06-25T13:16:56+09:00,3,0,2025-06-25,2,lunch
V00006439,S003,T01,2025-06-25T08:24:53+09:00,2025-06-25T10:01:53+09:00,4,0,2025-06-25,2,morning
V00006440,S003,T17,2025-06-25T19:41:07+09:00,2025-06-25T21:35:07+09:00,4,0,2025-06-25,2,evening
V00006441,S003,T10,2025-06-25T09:32:51+09:00,2025-06-25T10:33:51+09:00,2,0,2025-06-25,2,morning
V00006442,S003,T28,2025-06-25T20:54:48+09:00,2025-06-25T21:44:48+09:00,1,0,2025-06-25,2,evening
V00006443,S003,T27,2025-06-25T20:10:15+09:00,2025-06-25T21:52:15+09:00,3,0,2025-06-25,2,evening
V00006444,S003,T22,2025-06-25T12:45:52+09:00,2025-06-25T14:03:52+09:00,3,0,2025-06-25,2,lunch
V00006445,S001,T04,2025-06-26T18:51:55+09:00,2025-06-26T20:50:55+09:00,3,0,2025-06-26,3,evening
V00006446,S001,T02,2025-06-26T18:08:32+09:00,2025-06-26T19:53:32+09:00,3,1,2025-06-26,3,evening
V00006447,S001,T07,2025-06-26T07:18:21+09:00,2025-06-26T08:09:21+09:00,3,2,2025-06-26,3,morning
V00006448,S001,T17,2025-06-26T16:30:20+09:00,2025-06-26T17:11:20+09:00,4,1,2025-06-26,3,afternoon
V00006449,S001,T28,2025-06-26T07:42:16+09:00,2025-06-26T09:33:16+09:00,4,0,2025-06-26,3,morning
V00006450,S001,T14,2025-06-26T17:56:23+09:00,2025-06-26T19:47:23+09:00,4,1,2025-06-26,3,afternoon
